source,target,portfolio,handover_date,predecessor_tenure_days,era,weight,tie_type
Q108159069,Q132560656,finance,2021-01-01,1314.0,second_republic,1,succession
Q132560656,Q108159069,finance,2021-08-02,1314.0,saied_exception,1,succession
Q108159069,Q132560656,finance,2024-08-07,1283.0,saied_exception,1,succession
Q643348,Q3461176,foreign_affairs,1957-07-29,470.0,bourguiba,1,succession
Q3461176,Q563204,foreign_affairs,1962-08-29,1857.0,bourguiba,1,succession
Q563204,Q643348,foreign_affairs,1964-11-12,806.0,bourguiba,1,succession
Q643348,Q586623,foreign_affairs,1964-11-12,1511.0,bourguiba,1,succession
Q586623,Q643348,foreign_affairs,1969-11-07,22567.0,bourguiba,1,succession
Q643348,Q586623,foreign_affairs,1969-11-07,55.0,bourguiba,1,succession
Q586623,Q1951854,foreign_affairs,1970-06-12,360.0,bourguiba,1,succession
Q1951854,TN-abdelaziz-hamzaoui,foreign_affairs,1973-11-05,20529.0,bourguiba,1,succession
TN-abdelaziz-hamzaoui,Q1530765,foreign_affairs,1974-01-14,2248.0,bourguiba,1,succession
Q1530765,TN-hechmi-kooli,foreign_affairs,1974-09-25,1440.0,bourguiba,1,succession
TN-hechmi-kooli,Q3320650,foreign_affairs,1974-11-05,1924.0,bourguiba,1,succession
Q3320650,TN-brahim-turki,foreign_affairs,1976-07-21,1883.0,bourguiba,1,succession
TN-brahim-turki,Q3318545,foreign_affairs,1977-12-24,1259.0,bourguiba,1,succession
Q3318545,Q3128202,foreign_affairs,1980-04-15,843.0,bourguiba,1,succession
Q3128202,Q313539,foreign_affairs,1981-04-15,365.0,bourguiba,1,succession
Q313539,Q3277819,foreign_affairs,1981-08-10,1979.0,bourguiba,1,succession
Q3277819,TN-ahmed-ben-arfa,foreign_affairs,1983-03-17,1605.0,bourguiba,1,succession
TN-ahmed-ben-arfa,Q313539,foreign_affairs,1986-07-08,1021.0,bourguiba,1,succession
Q313539,Q12194585,foreign_affairs,1986-09-15,177.0,bourguiba,1,succession
Q12194585,Q3470003,foreign_affairs,1987-01-01,418.0,bourguiba,1,succession
Q3470003,Q3277819,foreign_affairs,1987-01-01,0.0,bourguiba,1,succession
Q3277819,Q12194585,foreign_affairs,1987-10-02,365.0,bourguiba,1,succession
Q12194585,Q3277819,foreign_affairs,1987-11-07,14208.0,ben_ali,1,succession
Q3277819,Q4167838,foreign_affairs,1988-01-01,366.0,ben_ali,1,succession
Q4167838,Q3125299,foreign_affairs,1988-07-27,366.0,ben_ali,1,succession
Q3125299,Q4167838,foreign_affairs,1988-11-07,158.0,ben_ali,1,succession
Q4167838,Q3125299,foreign_affairs,1989-01-01,481.0,ben_ali,1,succession
Q3125299,TN-mohamed-amamou,foreign_affairs,1989-01-01,0.0,ben_ali,1,succession
TN-mohamed-amamou,Q4167838,foreign_affairs,1989-01-01,0.0,ben_ali,1,succession
Q4167838,Q3125299,foreign_affairs,1989-09-27,0.0,ben_ali,1,succession
Q3125299,Q3126302,foreign_affairs,1989-09-27,3383.0,ben_ali,1,succession
Q3126302,Q3125299,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
Q3125299,Q3951110,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
Q3951110,TN-unknown-97,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
TN-unknown-97,Q2821241,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
Q2821241,Q4167838,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
Q4167838,Q507856,foreign_affairs,1989-09-27,3383.0,ben_ali,1,succession
Q507856,TN-mohamed-amamou,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
TN-mohamed-amamou,TN-unknown-43,foreign_affairs,1989-09-27,3383.0,ben_ali,1,succession
TN-unknown-43,Q2688070,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
Q2688070,Q60572709,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
Q60572709,TN-unknown-103,foreign_affairs,1989-09-27,3703.0,ben_ali,1,succession
TN-unknown-103,Q3951110,foreign_affairs,1990-03-03,3703.0,ben_ali,1,succession
Q3951110,Q507856,foreign_affairs,1990-08-28,178.0,ben_ali,1,succession
Q507856,Q3126302,foreign_affairs,1990-10-28,3048.0,ben_ali,1,succession
Q3126302,Q3125299,foreign_affairs,1991-02-20,2987.0,ben_ali,1,succession
Q3125299,TN-noureddine-mejdoub,foreign_affairs,1991-02-20,3192.0,ben_ali,1,succession
TN-noureddine-mejdoub,Q3125299,foreign_affairs,1991-02-20,2872.0,ben_ali,1,succession
Q3125299,TN-sadok-fayala,foreign_affairs,1991-10-11,2163.0,ben_ali,1,succession
TN-sadok-fayala,Q2688070,foreign_affairs,1991-11-04,2639.0,ben_ali,1,succession
Q2688070,Q2821241,foreign_affairs,1997-01-22,2615.0,ben_ali,1,succession
Q2821241,Q2688070,foreign_affairs,1997-12-01,709.0,ben_ali,1,succession
Q2688070,Q60572709,foreign_affairs,1998-10-02,710.0,ben_ali,1,succession
Q60572709,Q3125299,foreign_affairs,1999-11-11,91.0,ben_ali,1,succession
Q3125299,Q60572709,foreign_affairs,1999-11-17,1826.0,ben_ali,1,succession
Q60572709,TN-unknown-43,foreign_affairs,1999-11-17,4063.0,ben_ali,1,succession
TN-unknown-43,TN-unknown-46,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-46,TN-unknown-56,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-56,TN-unknown-57,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-57,TN-unknown-62,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-62,TN-unknown-71,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-71,TN-unknown-74,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-74,Q1043040,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q1043040,Q3128291,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q3128291,Q3125299,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q3125299,Q19060320,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q19060320,Q2821010,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q2821010,Q2821057,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q2821057,Q2821210,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q2821210,Q3125299,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q3125299,Q2821210,foreign_affairs,1999-11-17,4063.0,ben_ali,1,succession
Q2821210,Q2821273,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q2821273,Q308017,foreign_affairs,1999-11-17,4120.0,ben_ali,1,succession
Q308017,TN-sadok-fayala,foreign_affairs,2001-01-23,4120.0,ben_ali,1,succession
TN-sadok-fayala,TN-youssef-mokaddem,foreign_affairs,2001-01-23,3630.0,ben_ali,1,succession
TN-youssef-mokaddem,TN-saida-chtioui,foreign_affairs,2002-09-05,3630.0,ben_ali,1,succession
TN-saida-chtioui,Q3128291,foreign_affairs,2003-09-01,3040.0,ben_ali,1,succession
Q3128291,Q2821010,foreign_affairs,2004-11-10,2679.0,ben_ali,1,succession
Q2821010,TN-slaheddine-jemmali,foreign_affairs,2004-11-11,280.0,ben_ali,1,succession
TN-slaheddine-jemmali,Q308017,foreign_affairs,2005-08-17,2242.0,ben_ali,1,succession
Q308017,Q2821273,foreign_affairs,2007-01-25,1611.0,ben_ali,1,succession
Q2821273,Q16178347,foreign_affairs,2008-09-15,1437.0,ben_ali,1,succession
Q16178347,Q1043040,foreign_affairs,2010-01-14,838.0,ben_ali,1,succession
Q1043040,Q2821210,foreign_affairs,2010-12-29,352.0,ben_ali,1,succession
Q2821210,Q980071,foreign_affairs,2011-01-01,3.0,ben_ali,1,succession
Q980071,Q1043040,foreign_affairs,2011-01-01,0.0,ben_ali,1,succession
Q1043040,Q3417420,foreign_affairs,2011-01-01,0.0,ben_ali,1,succession
Q3417420,TN-saida-chtioui,foreign_affairs,2011-01-04,731.0,ben_ali,1,succession
TN-saida-chtioui,Q2821057,foreign_affairs,2011-01-04,5713.0,ben_ali,1,succession
Q2821057,Q401426,foreign_affairs,2011-01-27,5713.0,transition,1,succession
Q401426,Q980071,foreign_affairs,2011-02-21,25.0,transition,1,succession
Q980071,Q3417420,foreign_affairs,2011-12-23,305.0,transition,1,succession
Q3417420,Q14182276,foreign_affairs,2011-12-24,447.0,transition,1,succession
Q14182276,Q12270270,foreign_affairs,2013-01-01,445.0,transition,1,succession
Q12270270,Q15829893,foreign_affairs,2014-01-01,365.0,transition,1,succession
Q15829893,Q19544690,foreign_affairs,2014-01-29,365.0,transition,1,succession
Q19544690,Q15829893,foreign_affairs,2014-01-29,373.0,transition,1,succession
Q15829893,Q2388455,foreign_affairs,2015-01-01,373.0,second_republic,1,succession
Q2388455,TN-m-hamed-ezzine-chelaifa,foreign_affairs,2015-01-01,365.0,second_republic,1,succession
TN-m-hamed-ezzine-chelaifa,Q3196140,foreign_affairs,2015-01-01,365.0,second_republic,1,succession
Q3196140,Q2388455,foreign_affairs,2015-02-05,365.0,second_republic,1,succession
Q2388455,Q3196140,foreign_affairs,2015-02-06,335.0,second_republic,1,succession
Q3196140,Q2388455,foreign_affairs,2015-02-06,568.0,second_republic,1,succession
Q2388455,Q30729046,foreign_affairs,2016-01-01,568.0,second_republic,1,succession
Q30729046,Q3196140,foreign_affairs,2016-01-01,1461.0,second_republic,1,succession
Q3196140,Q29580435,foreign_affairs,2016-01-01,1461.0,second_republic,1,succession
Q29580435,Q3196140,foreign_affairs,2016-01-06,1461.0,second_republic,1,succession
Q3196140,Q29580435,foreign_affairs,2016-08-27,1392.0,second_republic,1,succession
Q29580435,Q30729046,foreign_affairs,2016-08-27,1279.0,second_republic,1,succession
Q30729046,Q30729169,foreign_affairs,2016-08-27,1279.0,second_republic,1,succession
Q30729169,Q30729046,foreign_affairs,2019-10-29,1279.0,second_republic,1,succession
Q30729046,Q91626084,foreign_affairs,2020-01-01,121.0,second_republic,1,succession
Q91626084,Q12270270,foreign_affairs,2020-01-01,0.0,second_republic,1,succession
Q12270270,Q92353813,foreign_affairs,2020-02-27,366.0,second_republic,1,succession
Q92353813,Q91626084,foreign_affairs,2020-02-27,188.0,second_republic,1,succession
Q91626084,Q92353813,foreign_affairs,2020-07-24,188.0,second_republic,1,succession
Q92353813,Q12270270,foreign_affairs,2020-09-02,40.0,second_republic,1,succession
Q12270270,Q109045280,foreign_affairs,2020-09-02,404.0,second_republic,1,succession
Q109045280,TN-nabil-ammar,foreign_affairs,2021-01-01,404.0,second_republic,1,succession
TN-nabil-ammar,Q12270270,foreign_affairs,2021-01-01,1314.0,second_republic,1,succession
Q12270270,TN-mohamed-ali-nafti,foreign_affairs,2021-01-01,1314.0,second_republic,1,succession
TN-mohamed-ali-nafti,TN-unknown-134,foreign_affairs,2021-10-11,1314.0,saied_exception,1,succession
TN-unknown-134,Q12270270,foreign_affairs,2021-10-11,1780.0,saied_exception,1,succession
Q12270270,TN-unknown-131,foreign_affairs,2023-08-01,1780.0,saied_exception,1,succession
TN-unknown-131,Q116730514,foreign_affairs,2023-08-01,1121.0,saied_exception,1,succession
Q116730514,Q109045280,foreign_affairs,2024-08-07,1121.0,saied_exception,1,succession
Q109045280,Q116730514,foreign_affairs,2024-08-07,749.0,saied_exception,1,succession
Q116730514,TN-unknown-131,foreign_affairs,2024-08-07,749.0,saied_exception,1,succession
TN-unknown-131,TN-unknown-2,foreign_affairs,2024-08-07,749.0,saied_exception,1,succession
TN-unknown-2,Q109045280,foreign_affairs,2025-03-21,749.0,saied_exception,1,succession
TN-rene-brouillet,TN-rene-rodiere,government_secretariat,1947-01-01,1096.0,protectorate,1,succession
TN-rene-rodiere,TN-louis-cartry,government_secretariat,1950-01-01,1096.0,protectorate,1,succession
TN-louis-cartry,TN-jacques-vimont-puis-raymond-pons-a-parti,government_secretariat,1950-01-01,730.0,protectorate,1,succession
TN-jacques-vimont-puis-raymond-pons-a-parti,TN-raymond-pons-puis-georges-dupoizat-a-par,government_secretariat,1952-01-01,730.0,protectorate,1,succession
TN-raymond-pons-puis-georges-dupoizat-a-par,TN-louis-cartry,government_secretariat,1952-01-01,731.0,protectorate,1,succession
TN-louis-cartry,TN-unknown-108,government_secretariat,1970-11-02,731.0,bourguiba,1,succession
TN-unknown-108,TN-baccar-touzani,government_secretariat,1971-10-29,3460.0,bourguiba,1,succession
TN-baccar-touzani,TN-moncef-bel-hadj-amor,government_secretariat,1976-05-31,2986.0,bourguiba,1,succession
TN-moncef-bel-hadj-amor,Q3357601,government_secretariat,1977-12-27,1310.0,bourguiba,1,succession
Q3357601,TN-moncef-zaafrane,government_secretariat,1979-11-07,735.0,bourguiba,1,succession
TN-moncef-zaafrane,TN-unknown-127,government_secretariat,1987-11-07,55.0,ben_ali,1,succession
TN-unknown-127,TN-unknown-34,government_secretariat,1987-11-07,690.0,ben_ali,1,succession
TN-unknown-34,TN-houcine-cherif,government_secretariat,1987-11-27,690.0,ben_ali,1,succession
TN-houcine-cherif,Q54875068,government_secretariat,1989-01-01,35.0,ben_ali,1,succession
Q54875068,Q3431743,government_secretariat,1989-09-27,0.0,ben_ali,1,succession
Q3431743,Q16664925,government_secretariat,1989-09-27,3703.0,ben_ali,1,succession
Q16664925,Q54875068,government_secretariat,1989-09-27,3703.0,ben_ali,1,succession
Q54875068,TN-unknown-101,government_secretariat,1991-02-20,3383.0,ben_ali,1,succession
TN-unknown-101,TN-mohamed-habib-hadj-said,government_secretariat,1991-02-20,3192.0,ben_ali,1,succession
TN-mohamed-habib-hadj-said,Q3431743,government_secretariat,1992-01-16,2872.0,ben_ali,1,succession
Q3431743,TN-slaheddine-cherif,government_secretariat,1999-04-23,2542.0,ben_ali,1,succession
TN-slaheddine-cherif,Q16180628,government_secretariat,1999-11-17,9987.0,ben_ali,1,succession
Q16180628,Q54875075,government_secretariat,1999-11-17,4063.0,ben_ali,1,succession
Q54875075,TN-unknown-67,government_secretariat,1999-11-17,4120.0,ben_ali,1,succession
TN-unknown-67,Q99528084,government_secretariat,2001-01-23,4120.0,ben_ali,1,succession
Q99528084,Q2821037,government_secretariat,2007-01-25,3630.0,ben_ali,1,succession
Q2821037,Q3431734,government_secretariat,2011-02-27,1437.0,transition,1,succession
Q3431734,Q28465669,government_secretariat,2015-02-06,300.0,second_republic,1,succession
Q12213166,Q3328983,head_of_government,1837-01-01,8401.0,beylical,1,succession
Q3328983,Q1384598,head_of_government,1855-01-01,6574.0,beylical,1,succession
Q1384598,Q1366613,head_of_government,1873-10-22,6575.0,beylical,1,succession
Q1366613,Q3319036,head_of_government,1877-07-22,1368.0,beylical,1,succession
Q3319036,Q3328917,head_of_government,1878-08-24,398.0,beylical,1,succession
Q3328917,Q3319036,head_of_government,1881-09-12,1115.0,protectorate,1,succession
Q3319036,Q3319007,head_of_government,1882-01-01,111.0,protectorate,1,succession
Q3319007,Q3272346,head_of_government,1907-01-01,9130.0,protectorate,1,succession
Q3272346,Q3572935,head_of_government,1908-01-01,517.0,protectorate,1,succession
Q3572935,Q3516540,head_of_government,1915-01-01,2557.0,protectorate,1,succession
Q3516540,Q3328933,head_of_government,1922-01-01,2557.0,protectorate,1,succession
Q3328933,Q3196139,head_of_government,1926-01-01,1461.0,protectorate,1,succession
Q3196139,Q3144594,head_of_government,1932-01-01,2191.0,protectorate,1,succession
Q3144594,Q495681,head_of_government,1943-01-01,3653.0,protectorate,1,succession
Q495681,Q3486509,head_of_government,1943-01-01,134.0,protectorate,1,succession
Q3486509,Q495681,head_of_government,1943-01-01,1461.0,protectorate,1,succession
Q495681,Q3486509,head_of_government,1943-05-15,0.0,protectorate,1,succession
Q3486509,Q3328947,head_of_government,1947-01-01,1526.0,protectorate,1,succession
Q3328947,Q495681,head_of_government,1950-01-01,1096.0,protectorate,1,succession
Q495681,Q3486509,head_of_government,1952-01-01,730.0,protectorate,1,succession
Q3486509,Q3318797,head_of_government,1953-03-02,731.0,protectorate,1,succession
Q3318797,Q495676,head_of_government,1954-01-01,472.0,protectorate,1,succession
Q495676,Q377921,head_of_government,1954-01-01,730.0,protectorate,1,succession
Q377921,Q495676,head_of_government,1954-08-07,0.0,protectorate_end,1,succession
Q495676,Q643348,head_of_government,1956-04-11,613.0,protectorate_end,1,succession
Q643348,Q800238,head_of_government,1969-11-07,470.0,bourguiba,1,succession
Q800238,Q1642894,head_of_government,1970-11-02,360.0,bourguiba,1,succession
Q1642894,Q377921,head_of_government,1980-04-23,3460.0,bourguiba,1,succession
Q377921,Q3318797,head_of_government,1980-04-23,2079.0,bourguiba,1,succession
Q3318797,Q377921,head_of_government,1980-04-23,2267.0,bourguiba,1,succession
Q377921,Q653162,head_of_government,1986-07-08,2267.0,bourguiba,1,succession
Q653162,Q204487,head_of_government,1987-10-02,451.0,bourguiba,1,succession
Q204487,Q1363916,head_of_government,1987-11-07,14208.0,ben_ali,1,succession
Q1363916,Q3486509,head_of_government,1987-11-07,690.0,ben_ali,1,succession
Q3486509,Q1363916,head_of_government,1988-07-27,690.0,ben_ali,1,succession
Q1363916,Q1381809,head_of_government,1989-09-27,158.0,ben_ali,1,succession
Q1381809,Q431515,head_of_government,1999-11-17,3703.0,ben_ali,1,succession
Q431515,Q313539,head_of_government,2011-01-01,4120.0,ben_ali,1,succession
Q313539,Q431515,head_of_government,2011-01-01,0.0,ben_ali,1,succession
Q431515,Q57699,head_of_government,2011-01-01,0.0,ben_ali,1,succession
Q57699,Q313539,head_of_government,2011-02-27,731.0,transition,1,succession
Q313539,Q57699,head_of_government,2011-12-24,300.0,transition,1,succession
Q57699,Q281184,head_of_government,2013-01-01,445.0,transition,1,succession
Q281184,Q15304780,head_of_government,2014-01-01,365.0,transition,1,succession
Q15304780,Q3125311,head_of_government,2015-01-01,365.0,second_republic,1,succession
Q3125311,Q25391268,head_of_government,2016-01-01,365.0,second_republic,1,succession
Q25391268,Q3051875,head_of_government,2020-01-01,1461.0,second_republic,1,succession
Q3051875,Q88485687,head_of_government,2020-01-01,0.0,second_republic,1,succession
Q88485687,Q3051875,head_of_government,2020-02-27,366.0,second_republic,1,succession
Q3051875,Q88485687,head_of_government,2020-09-02,188.0,second_republic,1,succession
Q88485687,Q108741355,head_of_government,2021-01-01,404.0,second_republic,1,succession
Q108741355,Q128723414,head_of_government,2021-01-01,1314.0,second_republic,1,succession
Q128723414,Q121088468,head_of_government,2021-01-01,1314.0,second_republic,1,succession
Q121088468,Q108892374,head_of_government,2021-01-01,1314.0,second_republic,1,succession
Q108892374,Q108741355,head_of_government,2021-10-11,1314.0,saied_exception,1,succession
Q108741355,Q121088468,head_of_government,2023-08-01,659.0,saied_exception,1,succession
Q121088468,Q128723414,head_of_government,2024-08-07,373.0,saied_exception,1,succession
Q128723414,Q108892374,head_of_government,2025-03-21,749.0,saied_exception,1,succession
Q2836165,Q3318419,health,1950-01-01,1096.0,protectorate,1,succession
Q3318419,Q19606694,health,1950-08-17,730.0,protectorate,1,succession
Q19606694,TN-m-hamed-gachem,health,1952-01-01,587.0,protectorate,1,succession
TN-m-hamed-gachem,Q3513893,health,1954-01-01,731.0,protectorate,1,succession
Q3513893,Q3318419,health,1954-01-01,730.0,protectorate,1,succession
Q3318419,Q3461176,health,1954-01-01,0.0,protectorate,1,succession
Q3461176,Q19606694,health,1954-03-02,730.0,protectorate,1,succession
Q19606694,Q3461176,health,1954-08-07,107.0,protectorate_end,1,succession
Q3461176,Q3513893,health,1954-08-07,613.0,protectorate_end,1,succession
Q3513893,Q3461176,health,1955-09-17,613.0,protectorate_end,1,succession
Q3461176,Q3277799,health,1956-04-15,211.0,monarchy,1,succession
Q3277799,Q2827512,health,1957-07-29,261.0,bourguiba,1,succession
Q2827512,Q3320538,health,1961-01-03,1254.0,bourguiba,1,succession
Q3320538,Q3067195,health,1964-11-11,1408.0,bourguiba,1,succession
Q3067195,Q3144591,health,1966-05-05,540.0,bourguiba,1,succession
Q3144591,Q3039490,health,1969-09-08,1222.0,bourguiba,1,succession
Q3039490,Q377921,health,1973-03-17,20806.0,bourguiba,1,succession
Q377921,Q3320650,health,1976-05-31,1171.0,bourguiba,1,succession
Q3320650,Q3320644,health,1977-12-26,574.0,bourguiba,1,succession
Q3320644,Q152369,health,1978-09-13,261.0,bourguiba,1,succession
Q152369,Q16262803,health,1979-11-07,475.0,bourguiba,1,succession
Q16262803,Q653162,health,1980-04-23,170.0,bourguiba,1,succession
Q653162,Q3318419,health,1980-04-23,2079.0,bourguiba,1,succession
Q3318419,Q653162,health,1980-04-23,2267.0,bourguiba,1,succession
Q653162,Q54875134,health,1983-10-14,2267.0,bourguiba,1,succession
Q54875134,Q50285534,health,1983-11-01,810.0,bourguiba,1,succession
Q50285534,TN-unknown-123,health,1987-11-07,792.0,ben_ali,1,succession
TN-unknown-123,Q4845531,health,1988-01-01,690.0,ben_ali,1,succession
Q4845531,Q18399544,health,1988-04-12,366.0,ben_ali,1,succession
Q18399544,Q4845531,health,1988-07-26,14015.0,ben_ali,1,succession
Q4845531,Q54875069,health,1988-07-27,259.0,ben_ali,1,succession
Q54875069,Q3012366,health,1989-01-01,158.0,ben_ali,1,succession
Q3012366,Q2912277,health,1989-09-27,0.0,ben_ali,1,succession
Q2912277,Q2836180,health,1989-09-27,3703.0,ben_ali,1,succession
Q2836180,Q2912277,health,1989-09-27,3703.0,ben_ali,1,succession
Q2912277,Q54875069,health,1989-09-27,3703.0,ben_ali,1,succession
Q54875069,Q3012366,health,1989-09-27,3703.0,ben_ali,1,succession
Q3012366,Q19060320,health,1989-09-27,3383.0,ben_ali,1,succession
Q19060320,Q54875069,health,1989-09-27,3703.0,ben_ali,1,succession
Q54875069,Q2912277,health,1990-03-03,3383.0,ben_ali,1,succession
Q2912277,Q2836180,health,1992-08-03,3226.0,ben_ali,1,succession
Q2836180,Q2912277,health,1992-08-03,2342.0,ben_ali,1,succession
Q2912277,Q19060320,health,1993-06-15,2342.0,ben_ali,1,succession
Q19060320,Q54875133,health,1999-11-17,2026.0,ben_ali,1,succession
Q54875133,Q2821127,health,1999-11-17,4120.0,ben_ali,1,succession
Q2821127,Q3320544,health,1999-11-17,4120.0,ben_ali,1,succession
Q3320544,TN-neziha-escheikh,health,1999-11-17,4120.0,ben_ali,1,succession
TN-neziha-escheikh,TN-unknown-68,health,1999-11-17,4063.0,ben_ali,1,succession
TN-unknown-68,Q2912277,health,1999-11-17,4120.0,ben_ali,1,succession
Q2912277,Q3125307,health,1999-11-17,4120.0,ben_ali,1,succession
Q3125307,Q2821127,health,2001-01-23,4120.0,ben_ali,1,succession
Q2821127,Q3125307,health,2001-10-08,3630.0,ben_ali,1,succession
Q3125307,Q99541044,health,2004-11-10,1129.0,ben_ali,1,succession
Q99541044,Q3320544,health,2007-09-03,1027.0,ben_ali,1,succession
Q3320544,TN-najoua-miladi,health,2007-09-04,1232.0,ben_ali,1,succession
TN-najoua-miladi,Q3486512,health,2011-01-01,1215.0,ben_ali,1,succession
Q3486512,Q2821154,health,2011-01-01,0.0,ben_ali,1,succession
Q2821154,Q1890995,health,2011-01-01,731.0,ben_ali,1,succession
Q1890995,Q3125336,health,2011-01-01,0.0,ben_ali,1,succession
Q3125336,Q1890995,health,2011-01-17,0.0,transition,1,succession
Q1890995,Q3125336,health,2011-01-27,10.0,transition,1,succession
Q3125336,Q3216760,health,2011-02-27,5690.0,transition,1,succession
Q3216760,Q3125336,health,2011-02-27,300.0,transition,1,succession
Q3125336,Q3486512,health,2011-07-01,300.0,transition,1,succession
Q3486512,Q2821154,health,2011-12-24,176.0,transition,1,succession
Q2821154,Q16120212,health,2014-01-01,445.0,transition,1,succession
Q16120212,Q3474776,health,2015-01-01,365.0,second_republic,1,succession
Q3474776,TN-nejmeddine-hamrouni,health,2015-01-01,365.0,second_republic,1,succession
TN-nejmeddine-hamrouni,Q3474776,health,2015-02-06,365.0,second_republic,1,succession
Q3474776,Q29577522,health,2016-01-01,568.0,second_republic,1,succession
Q29577522,Q42311056,health,2016-01-01,1461.0,second_republic,1,succession
Q42311056,Q3486677,health,2016-01-01,1461.0,second_republic,1,succession
Q3486677,Q3470859,health,2016-01-01,1461.0,second_republic,1,succession
Q3470859,Q29577522,health,2016-08-27,1461.0,second_republic,1,succession
Q29577522,Q3470859,health,2016-08-27,1279.0,second_republic,1,succession
Q3470859,Q42311056,health,2016-08-27,381.0,second_republic,1,succession
Q42311056,Q27666209,health,2016-08-27,1279.0,second_republic,1,succession
Q27666209,Q3486677,health,2016-08-27,1279.0,second_republic,1,succession
Q3486677,Q3470859,health,2016-08-27,1279.0,second_republic,1,succession
Q3470859,Q3486677,health,2017-09-12,1279.0,second_republic,1,succession
Q3486677,Q28105062,health,2017-11-07,26.0,second_republic,1,succession
Q28105062,Q27666209,health,2017-11-18,11.0,second_republic,1,succession
Q27666209,Q29577522,health,2018-11-14,361.0,second_republic,1,succession
Q29577522,Q42311056,health,2019-03-10,116.0,second_republic,1,succession
Q42311056,Q99539200,health,2020-01-01,354.0,second_republic,1,succession
Q99539200,Q2821154,health,2020-01-01,366.0,second_republic,1,succession
Q2821154,TN-hedi-khairi,health,2020-01-01,0.0,second_republic,1,succession
TN-hedi-khairi,Q2821154,health,2020-02-27,366.0,second_republic,1,succession
Q2821154,Q91645255,health,2020-07-15,188.0,second_republic,1,succession
Q91645255,Q99539200,health,2020-09-02,49.0,second_republic,1,succession
Q99539200,Q118382993,health,2021-01-01,321.0,second_republic,1,succession
Q118382993,Q86329266,health,2021-01-01,1314.0,second_republic,1,succession
Q86329266,Q28105062,health,2021-07-20,1314.0,second_republic,1,succession
Q28105062,Q86329266,health,2021-08-06,17.0,saied_exception,1,succession
Q86329266,Q118382993,health,2024-08-07,1115.0,saied_exception,1,succession
Q118382993,Q86329266,health,2024-08-07,749.0,saied_exception,1,succession
Q86329266,Q118382993,health,2024-08-25,749.0,saied_exception,1,succession
Q282026,Q3331032,higher_education,1986-05-06,468.0,bourguiba,1,succession
Q3331032,Q12239816,higher_education,1987-05-16,14722.0,bourguiba,1,succession
Q12239816,TN-abdessalem-mseddi,higher_education,1987-11-07,175.0,ben_ali,1,succession
TN-abdessalem-mseddi,Q3318475,higher_education,1989-01-01,55.0,ben_ali,1,succession
Q3318475,TN-ahmed-khaled,higher_education,1989-01-01,0.0,ben_ali,1,succession
TN-ahmed-khaled,Q3461169,higher_education,1989-01-01,0.0,ben_ali,1,succession
Q3461169,Q3318475,higher_education,1989-04-11,0.0,ben_ali,1,succession
Q3318475,Q3461169,higher_education,1989-09-27,1877.0,ben_ali,1,succession
Q3461169,Q3012366,higher_education,1989-09-27,3383.0,ben_ali,1,succession
Q3012366,Q327007,higher_education,1989-09-27,3703.0,ben_ali,1,succession
Q327007,Q3318475,higher_education,1989-09-27,3703.0,ben_ali,1,succession
Q3318475,Q3320646,higher_education,1989-09-27,3383.0,ben_ali,1,succession
Q3320646,TN-ahmed-khaled,higher_education,1989-09-27,3703.0,ben_ali,1,succession
TN-ahmed-khaled,TN-unknown-104,higher_education,1989-09-27,3383.0,ben_ali,1,succession
TN-unknown-104,Q3461169,higher_education,1989-09-27,3703.0,ben_ali,1,succession
Q3461169,Q2912277,higher_education,1989-09-27,3703.0,ben_ali,1,succession
Q2912277,Q3461169,higher_education,1989-09-27,3703.0,ben_ali,1,succession
Q3461169,Q2912277,higher_education,1989-09-27,3703.0,ben_ali,1,succession
Q2912277,Q3320646,higher_education,1990-03-03,3703.0,ben_ali,1,succession
Q3320646,Q3461169,higher_education,1991-02-20,3226.0,ben_ali,1,succession
Q3461169,Q2912277,higher_education,1991-06-26,2872.0,ben_ali,1,succession
