source,target,weight,overlap_days,overlap_years,n_cabinets,cabinets,eras,tie_type
Q1043040,TN-unknown-63,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-64,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-65,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-66,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-67,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-68,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-69,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-70,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-71,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-72,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-73,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-74,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-75,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-76,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-77,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-78,54,54,0.15,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-79,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-80,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-unknown-81,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q1043040,TN-youssef-mokaddem,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q12228423,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16027809,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16167736,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16178347,838,838,2.29,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16180628,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16267511,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16268984,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16321385,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q16325226,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q19060284,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19060286,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19060293,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19060320,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19060337,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19060346,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19629356,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q19956346,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q24690603,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q27756614,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q27756741,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2820931,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2820997,81,81,0.22,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2820999,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2821010,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2821037,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2821055,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2821057,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2821127,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2821210,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2821241,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2821273,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2821297,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2826117,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2827554,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2827587,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2836180,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2893398,4390,4390,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q2912277,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2929705,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q29577458,352,352,0.96,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q2972023,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3012366,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3079840,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q308017,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3125299,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3125307,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3125311,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3128291,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3192376,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3220052,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3318311,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3318336,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3318362,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3318509,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3318530,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3318622,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3318757,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3320454,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3320544,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3334747,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3334855,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3347261,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3358533,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3417300,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3417419,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3417449,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3423310,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3431735,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3431740,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3431743,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3431745,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3461169,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3470845,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3473691,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3486513,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3486689,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3486705,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q3515404,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q3516539,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q38213221,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q38259407,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q431515,4391,4391,12.02,2,Gouvernement Ghannouchi I|TN-10,ben_ali,co_membership
Q12214730,Q54875075,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q54875086,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q54875087,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q54875133,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q60572709,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q60573413,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q60573535,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q60573536,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q99528084,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,Q99541044,2242,2242,6.14,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-abdellatif-saddam,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-abderrazak-daaloul,1963,1963,5.37,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-ahmed-dhouib,1215,1215,3.33,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-ahmed-mahjoub,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-ameur-horchani,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-bechir-louzir,855,855,2.34,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-bechir-mejdoub,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-brahim-baccari,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-chokri-ayachi,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-chokri-mamoghli,1112,1112,3.04,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-fakhreddine-el-messai,2590,2590,7.09,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-farhat-medini,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-fethi-houidi,3154,3154,8.64,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-habib-haddad,3040,3040,8.32,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-hammouda-hamdi,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-kamel-ayadi,2242,2242,6.14,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-kamel-haj-sassi,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-khadija-ghariani,2242,2242,6.14,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-lamia-chafei-seghaier,1095,1095,3.0,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mohamed-ali-ganzoui,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mohamed-amor,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mohamed-nabli,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mohamed-nejib-berriche,1755,1755,4.8,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mohamed-nouri-jouini,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mohsen-laroui,3040,3040,8.32,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-moncef-ben-said,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-moncef-bouden,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-moncef-hergli,3040,3040,8.32,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mongi-bedoui,750,750,2.05,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-mongi-chouchane,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-montasser-ouaili,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-najeh-belkhiria-karoui,54,54,0.15,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-najoua-miladi,1215,1215,3.33,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-neziha-escheikh,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-omar-ben-mahmoud,2514,2514,6.88,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-omar-el-abed,2679,2679,7.33,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-oussama-romdhani,448,448,1.23,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-rafaa-ben-achour,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-rafaa-dekhil,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-sadok-fayala,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-saida-chtioui,3040,3040,8.32,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-saloua-tarzi-ben-attia,1186,1186,3.25,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-slaheddine-jemmali,2242,2242,6.14,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-slaheddine-makhlouf,2590,2590,7.09,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-taieb-hadhri,1963,1963,5.37,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-tijani-haddad,2242,2242,6.14,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-42,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-43,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-44,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-45,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-46,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-47,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-48,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-49,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-50,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-51,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-52,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-53,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-54,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-55,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-56,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-57,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-58,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-59,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-60,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-61,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-62,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-63,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-64,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-65,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-66,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-67,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-68,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-69,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-70,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-71,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-72,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-73,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-74,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-75,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-76,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-77,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-78,54,54,0.15,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-79,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-80,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-unknown-81,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12214730,TN-youssef-mokaddem,3630,3630,9.94,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16027809,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16167736,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16178347,838,838,2.29,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16180628,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16267511,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16268984,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16321385,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q16325226,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19060284,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19060286,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19060293,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19060320,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19060337,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19060346,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19629356,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q19956346,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q24690603,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q27756614,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q27756741,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2820931,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2820997,81,81,0.22,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2820999,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821010,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821037,4063,4063,11.12,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821055,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821057,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821127,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821210,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821241,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821273,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2821297,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2826117,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2827554,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2827587,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2836180,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2893398,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2912277,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2929705,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q29577458,352,352,0.96,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q2972023,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3012366,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3079840,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q308017,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3125299,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3125307,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3125311,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3128291,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3192376,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3220052,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318311,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318336,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318362,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318509,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318530,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318622,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3318757,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3320454,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3320544,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3334747,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3334855,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3347261,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3358533,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3417300,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3417419,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3417449,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3423310,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3431735,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
Q12228423,Q3431740,4120,4120,11.28,1,Gouvernement Ghannouchi I,ben_ali,co_membership
