source,target,weight,overlap_days,overlap_years,n_cabinets,cabinets,eras,tie_type
Q108462555,Q12248493,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q16325262,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q1642894,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q1951854,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q2830956,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q2875153,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q3067195,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q3160736,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q3326203,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q3461176,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q3513893,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q495676,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,Q563204,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-albert-bessis,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-andre-blanchard,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-chedly-rehaiem,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-georges-gaston-puis-lucien-paye-a-partir,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-henri-culmann-puis-jean-gaston-fraisse-a,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-jean-mathieu,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-mohamed-badra,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q108462555,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q16325262,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q1642894,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q1951854,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q2830956,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q2875153,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q3067195,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q3160736,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q3326203,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q3461176,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q3513893,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q495676,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,Q563204,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-albert-bessis,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-andre-blanchard,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-chedly-rehaiem,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-georges-gaston-puis-lucien-paye-a-partir,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-henri-culmann-puis-jean-gaston-fraisse-a,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-jean-mathieu,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-mohamed-badra,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q12248493,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q16325262,Q1642894,3091,3091,8.46,4,Gouvernement Ben Ammar|Gouvernement Bourguiba I|TN-00|TN-02,bourguiba|monarchy|protectorate|protectorate_end,co_membership
Q16325262,Q1951854,1577,1577,4.32,3,Gouvernement Ben Ammar|Gouvernement Bourguiba I|TN-02,bourguiba|monarchy|protectorate,co_membership
Q16325262,Q2830956,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,Q2875153,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,Q3067195,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,Q3160736,1042,1042,2.85,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
Q16325262,Q3326203,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,Q3461176,2573,2573,7.04,3,Gouvernement Ben Ammar|TN-00|TN-02,bourguiba|protectorate|protectorate_end,co_membership
Q16325262,Q3513893,1052,1052,2.88,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
Q16325262,Q495676,1048,1048,2.87,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
Q16325262,Q563204,1504,1504,4.12,3,Gouvernement Ben Ammar|Gouvernement Bourguiba I|TN-00,monarchy|protectorate|protectorate_end,co_membership
Q16325262,TN-albert-bessis,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-andre-blanchard,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-chedly-rehaiem,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-georges-gaston-puis-lucien-paye-a-partir,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-henri-culmann-puis-jean-gaston-fraisse-a,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-jean-mathieu,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-mohamed-badra,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q16325262,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,Q1951854,5323,5323,14.57,6,Gouvernement Ben Ammar|Gouvernement Bourguiba I|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-03,bourguiba|monarchy|protectorate,co_membership
Q1642894,Q2830956,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,Q2875153,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,Q3067195,2882,2882,7.89,3,Gouvernement Ben Ammar|Gouvernement Bourguiba II|TN-02,bourguiba|protectorate,co_membership
Q1642894,Q3160736,1042,1042,2.85,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
Q1642894,Q3326203,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,Q3461176,6645,6645,18.19,4,Gouvernement Ben Ammar|Gouvernement Bourguiba II|TN-00|TN-02,bourguiba|protectorate|protectorate_end,co_membership
Q1642894,Q3513893,1052,1052,2.88,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
Q1642894,Q495676,1048,1048,2.87,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
Q1642894,Q563204,4069,4069,11.14,4,Gouvernement Ben Ammar|Gouvernement Bourguiba I|TN-00|TN-02,bourguiba|monarchy|protectorate|protectorate_end,co_membership
Q1642894,TN-albert-bessis,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-andre-blanchard,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-chedly-rehaiem,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-georges-gaston-puis-lucien-paye-a-partir,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-henri-culmann-puis-jean-gaston-fraisse-a,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-jean-mathieu,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-mohamed-badra,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1642894,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q2830956,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q2875153,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q3067195,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q3160736,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q3326203,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q3461176,1111,1111,3.04,2,Gouvernement Ben Ammar|TN-02,bourguiba|protectorate,co_membership
Q1951854,Q3513893,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q495676,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,Q563204,1297,1297,3.55,2,Gouvernement Ben Ammar|Gouvernement Bourguiba I,monarchy|protectorate,co_membership
Q1951854,TN-albert-bessis,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-andre-blanchard,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-chedly-rehaiem,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-georges-gaston-puis-lucien-paye-a-partir,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-henri-culmann-puis-jean-gaston-fraisse-a,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-jean-mathieu,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-mohamed-badra,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q1951854,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q2830956,Q2875153,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q3067195,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q3160736,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q3326203,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q3461176,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q3513893,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q495676,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,Q563204,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-albert-bessis,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-andre-blanchard,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-chedly-rehaiem,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-georges-gaston-puis-lucien-paye-a-partir,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-henri-culmann-puis-jean-gaston-fraisse-a,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-jean-mathieu,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-mohamed-badra,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2830956,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q29580475,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q3067195,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q3160736,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q3326203,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q3461176,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q3513893,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q495676,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,Q563204,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-albert-bessis,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-andre-blanchard,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-chedly-rehaiem,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-georges-gaston-puis-lucien-paye-a-partir,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-henri-culmann-puis-jean-gaston-fraisse-a,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-jean-mathieu,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-mohamed-badra,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q2875153,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q3067195,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q3160736,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q3326203,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q3461176,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q3513893,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q495676,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,Q563204,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-albert-bessis,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-andre-blanchard,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-chedly-rehaiem,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-georges-gaston-puis-lucien-paye-a-partir,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-henri-culmann-puis-jean-gaston-fraisse-a,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-jean-mathieu,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-mohamed-badra,512,512,1.4,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q29580475,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate_end,co_membership
Q3067195,Q3160736,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,Q3326203,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,Q3461176,2342,2342,6.41,2,Gouvernement Ben Ammar|Gouvernement Bourguiba II,bourguiba|protectorate,co_membership
Q3067195,Q3513893,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,Q495676,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,Q563204,1371,1371,3.75,2,Gouvernement Ben Ammar|TN-02,bourguiba|protectorate,co_membership
Q3067195,TN-albert-bessis,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-andre-blanchard,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-chedly-rehaiem,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-georges-gaston-puis-lucien-paye-a-partir,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-henri-culmann-puis-jean-gaston-fraisse-a,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-jean-mathieu,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-mohamed-badra,730,730,2.0,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-unknown-16,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-unknown-17,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-unknown-18,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-unknown-19,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3067195,TN-unknown-20,613,613,1.68,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3160736,Q3326203,831,831,2.28,1,Gouvernement Ben Ammar,protectorate,co_membership
Q3160736,Q3461176,1042,1042,2.85,2,Gouvernement Ben Ammar|TN-00,protectorate|protectorate_end,co_membership
