layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,name_ar,spine_candidates_ar,first_year,max_rank_level,ever_head_of_government,birth_governorate
ministers,Q2972023,Chédli Neffati,lat,NEFFATI,NFT,ben_ali,Gabès,الشاذلي النفاتي,NFT,1988,3,False,Gabès
ministers,Q29816892,Hatem Ben Othman,lat,BEN OTHMAN|OTHMAN,BNTMN|TMN,ben_ali,Tunis,حاتم بن عثمان,BNTMN|TMN,1989,3,False,Tunis
ministers,Q30104283,Mohamed Fadhel Khelil,lat,KHELIL,XL,ben_ali,Gafsa,محمد الفاضل خليل,XL,1987,3,False,Gafsa
ministers,Q30104283,Mohamed Fadhel Khelil,lat,KHELIL,XL,second_republic,Gafsa,محمد الفاضل خليل,XL,1987,3,False,Gafsa
ministers,Q30118294,Chokri Belhassen,lat,BELHASSEN,BLHSN,second_republic,Sousse,شكري بن حسن,BNHSN|HSN,2016,3,False,Sousse
ministers,Q3012366,Dali Jazi,lat,JAZI,JZ,ben_ali,Nabeul,الدالي الجازي,JZ,1989,3,False,Nabeul
ministers,Q30217461,Habib Debbabi,lat,DEBBABI,DB,second_republic,Médenine,حبيب الدبابي,DB,2016,5,False,Médenine
ministers,Q30224903,Akissa Bahri,lat,BAHRI,BHR,second_republic,,عاقصة البحري,BHR,2020,3,False,
ministers,Q3039490,Driss Guiga,lat,GUIGA,K,bourguiba,Béja,إدريس قيقة,K,1969,3,False,Béja
ministers,Q3051875,Elyès Fakhfakh,lat,FAKHFAKH,FXFX,ben_ali,Tunis,إلياس الفخفاخ,FXFX,2011,0,True,Tunis
ministers,Q3051875,Elyès Fakhfakh,lat,FAKHFAKH,FXFX,transition,Tunis,إلياس الفخفاخ,FXFX,2011,0,True,Tunis
ministers,Q3051875,Elyès Fakhfakh,lat,FAKHFAKH,FXFX,second_republic,Tunis,إلياس الفخفاخ,FXFX,2011,0,True,Tunis
ministers,Q3066858,Farhat Rajhi,lat,RAJHI,RJH,ben_ali,Tunis,فرحات الراجحي,RJH,2011,3,False,Tunis
ministers,Q3066858,Farhat Rajhi,lat,RAJHI,RJH,transition,Tunis,فرحات الراجحي,RJH,2011,3,False,Tunis
ministers,Q3067195,Fathi Zouhir,lat,ZOUHIR,ZHR,protectorate,Tunis,فتحي زهير,ZHR,1954,3,False,Tunis
ministers,Q3067195,Fathi Zouhir,lat,ZOUHIR,ZHR,protectorate_end,Tunis,فتحي زهير,ZHR,1954,3,False,Tunis
ministers,Q3067195,Fathi Zouhir,lat,ZOUHIR,ZHR,bourguiba,Tunis,فتحي زهير,ZHR,1954,3,False,Tunis
ministers,Q30728289,Ali Chebbi,lat,CHEBBI,SB,ben_ali,Tozeur,علي الشابي,SB,1989,3,False,Tozeur
ministers,Q30728498,Radhouane Ayara,lat,AYARA,R,second_republic,Béja,رضوان عيارة,R,2016,3,False,Béja
ministers,Q30729046,Sabri Bachtobji,lat,BACHTOBJI,BSTBJ,second_republic,Nabeul,صبري باشطبجي,BSTBJ,2016,3,False,Nabeul
ministers,Q30729047,Mabrouk Korchid,lat,KORCHID,KRSD,second_republic,Médenine,مبروك كرشيد,KRSD,2016,3,False,Médenine
ministers,Q30729066,Abdallah Rabhi,lat,RABHI,RBH,second_republic,,عبد الله الرابحي,RBH,2016,5,False,
ministers,Q30729169,Hichem Ben Ahmed,lat,BEN AHMED|AHMED,BNHMD|HMD,second_republic,Bizerte,هشام بن أحمد,BNHMD|HMD,2016,3,False,Bizerte
ministers,Q3079840,Foued Daghfous,lat,DAGHFOUS,DVFS,ben_ali,Nabeul,فؤاد دغفوس,DVFS,1999,3,False,Nabeul
ministers,Q308017,Abdelwahab Abdallah,lat,ABDALLAH,BDLH,bourguiba,Monastir,عبد الوهاب عبد الله,BDL,1987,3,False,Monastir
ministers,Q308017,Abdelwahab Abdallah,lat,ABDALLAH,BDLH,ben_ali,Monastir,عبد الوهاب عبد الله,BDL,1987,3,False,Monastir
ministers,Q3123068,Général Rustum,lat,RUSTUM,RSTM,,,الجنرال رستم,RSTM,,3,False,
ministers,Q3125288,Habib Ammar,lat,AMMAR,MR,bourguiba,Sousse,الحبيب عمار,MR,1987,2,False,Sousse
ministers,Q3125288,Habib Ammar,lat,AMMAR,MR,ben_ali,Sousse,الحبيب عمار,MR,1987,2,False,Sousse
ministers,Q3125288,Habib Ammar,lat,AMMAR,MR,second_republic,Sousse,الحبيب عمار,MR,1987,2,False,Sousse
ministers,Q3125297,Habib Djellouli,lat,DJELLOULI,JL,protectorate,Tunis,الحبيب الجلولي,JL,1943,3,False,Tunis
ministers,Q3125297,Habib Djellouli,lat,DJELLOULI,JL,ben_ali,Tunis,الحبيب الجلولي,JL,1943,3,False,Tunis
ministers,Q3125299,Habib Ben Yahia,lat,BEN YAHIA|YAHIA,BNH|H,ben_ali,Tunis,الحبيب بن يحيى,BNH|H,1988,3,False,Tunis
ministers,Q3125307,Habib M'barek,lat,M'BAREK,MBRK,ben_ali,Gafsa,الحبيب مبارك,MBRK,1999,3,False,Gafsa
ministers,Q3125307,Habib M'barek,lat,M'BAREK,MBRK,transition,Gafsa,الحبيب مبارك,MBRK,1999,3,False,Gafsa
ministers,Q3125311,Habib Essid,lat,ESSID,SD,ben_ali,Sousse,الحبيب الصيد,SD,1999,0,True,Sousse
ministers,Q3125311,Habib Essid,lat,ESSID,SD,transition,Sousse,الحبيب الصيد,SD,1999,0,True,Sousse
ministers,Q3125311,Habib Essid,lat,ESSID,SD,second_republic,Sousse,الحبيب الصيد,SD,1999,0,True,Sousse
ministers,Q3125336,Habiba Zéhi Ben Romdhane,lat,BEN ROMDHANE|ROMDHANE,BNRMDN|RMDN,ben_ali,Gafsa,حبيبة الزاهي بن رمضان,BNRMDN|RMDN,2011,3,False,Gafsa
ministers,Q3125336,Habiba Zéhi Ben Romdhane,lat,BEN ROMDHANE|ROMDHANE,BNRMDN|RMDN,transition,Gafsa,حبيبة الزاهي بن رمضان,BNRMDN|RMDN,2011,3,False,Gafsa
ministers,Q3125835,Hakim Ben Hammouda,lat,BEN HAMMOUDA|HAMMOUDA,BNHMD|HMD,transition,Monastir,حكيم بن حمودة,BNHMD|HMD,2014,3,False,Monastir
ministers,Q3126302,Hamadi Khouini,lat,KHOUINI,XN,ben_ali,,حمادي الخويني,XN,1989,5,False,
ministers,Q3128148,Hassan Hosni Abdelwaheb,lat,ABDELWAHEB,BDHB,ben_ali,Tunis,حسن حسني عبد الوهاب,BDHB|HB,1987,3,False,Tunis
ministers,Q3128202,Hassen Belkhodja,lat,BELKHODJA,BLXJ,bourguiba,Bizerte,حسان بلخوجة,BLXJ,1969,3,False,Bizerte
ministers,Q3128235,Hassib Ben Ammar,lat,BEN AMMAR|AMMAR,BMR|MR,bourguiba,Tunis,حسيب بن عمار,BMR|MR,1970,3,False,Tunis
ministers,Q3128291,Hatem Ben Salem,lat,BEN SALEM|SALEM,BNSLM|SLM,ben_ali,Tunis,حاتم بن سالم,BNSLM|SLM,1999,3,False,Tunis
ministers,Q3128291,Hatem Ben Salem,lat,BEN SALEM|SALEM,BNSLM|SLM,second_republic,Tunis,حاتم بن سالم,BNSLM|SLM,1999,3,False,Tunis
ministers,Q313539,Béji Caïd Essebsi,lat,ESSEBSI,SBS,bourguiba,Tunis,الباجي قائد السبسي,SBS,1965,0,True,Tunis
ministers,Q313539,Béji Caïd Essebsi,lat,ESSEBSI,SBS,ben_ali,Tunis,الباجي قائد السبسي,SBS,1965,0,True,Tunis
ministers,Q313539,Béji Caïd Essebsi,lat,ESSEBSI,SBS,transition,Tunis,الباجي قائد السبسي,SBS,1965,0,True,Tunis
ministers,Q3141381,Houssine Dimassi,lat,DIMASSI,DMS,ben_ali,Monastir,حسين الديماسي,DMS,2011,3,False,Monastir
ministers,Q3141381,Houssine Dimassi,lat,DIMASSI,DMS,transition,Monastir,حسين الديماسي,DMS,2011,3,False,Monastir
ministers,Q3143494,Hussein Khodja,lat,KHODJA,XJ,,,حسين خوجة,XJ,,0,True,
ministers,Q3144577,Hédi Ben Abbès,lat,BEN ABBES|ABBES,BMBS|BS,transition,Béja,الهادي بن عباس,BMBS|BS,2011,5,False,Béja
ministers,Q3144591,Hédi Khefacha,lat,KHEFACHA,XFS,bourguiba,Monastir,الهادي خفشة,XFS,1958,3,False,Monastir
ministers,Q3144594,Hédi Lakhoua,lat,LAKHOUA,LX,protectorate,Tunis,الهادي الأخوة,X,1932,0,True,Tunis
ministers,Q3160736,Jallouli Farès,lat,FARES,FRS,protectorate,Gabès,الجلولي فارس,FRS,1954,3,False,Gabès
ministers,Q3160736,Jallouli Farès,lat,FARES,FRS,protectorate_end,Gabès,الجلولي فارس,FRS,1954,3,False,Gabès
ministers,Q3160876,Jameleddine Gharbi,lat,GHARBI,VRB,ben_ali,Jendouba,جمال الدين الغربي,VRB,2011,3,False,Jendouba
ministers,Q3160876,Jameleddine Gharbi,lat,GHARBI,VRB,transition,Jendouba,جمال الدين الغربي,VRB,2011,3,False,Jendouba
ministers,Q3192369,Kamel Jendoubi,lat,JENDOUBI,JNDB,second_republic,Tunis,كمال الجندوبي,JNDB,2015,3,False,Tunis
ministers,Q3192376,Kamel Omrane,lat,OMRANE,MRN,ben_ali,Tunis,كمال عمران,MRN,1999,3,False,Tunis
ministers,Q3196042,Khalil Zaouia,lat,ZAOUIA,Z,ben_ali,Tunis,خليل الزاوية,Z,2011,3,False,Tunis
ministers,Q3196042,Khalil Zaouia,lat,ZAOUIA,Z,transition,Tunis,خليل الزاوية,Z,2011,3,False,Tunis
ministers,Q3196139,Khelil Bouhageb,lat,BOUHAGEB,BHJB,protectorate,Tunis,خليل بوحاجب,BHJB,1926,0,True,Tunis
ministers,Q3196140,Khemaies Jhinaoui,lat,JHINAOUI,JHN,second_republic,Kairouan,خميس الجهيناوي,JHN,2015,3,False,Kairouan
ministers,Q3216753,Lamine Chebbi,lat,CHEBBI,SB,monarchy,Gabès,محمد الأمين الشابي,SB,1956,3,False,Gabès
ministers,Q3216753,Lamine Chebbi,lat,CHEBBI,SB,bourguiba,Gabès,محمد الأمين الشابي,SB,1956,3,False,Gabès
ministers,Q3216760,Lamine Moulahi,lat,MOULAHI,MLH,transition,Kasserine,الأمين المولاهي,MLH,2011,5,False,Kasserine
ministers,Q3217980,Laroussi Mizouri,lat,MIZOURI,MZR,ben_ali,Nabeul,العروسي الميزوري,MZR,2011,3,False,Nabeul
ministers,Q3217980,Laroussi Mizouri,lat,MIZOURI,MZR,transition,Nabeul,العروسي الميزوري,MZR,2011,3,False,Nabeul
ministers,Q3220051,Lazhar Akremi,lat,AKREMI,KRM,ben_ali,Gafsa,لزهر العكرمي,KRM,2011,3,False,Gafsa
ministers,Q3220051,Lazhar Akremi,lat,AKREMI,KRM,second_republic,Gafsa,لزهر العكرمي,KRM,2011,3,False,Gafsa
ministers,Q3220052,Lazhar Bououni,lat,BOUOUNI,BN,ben_ali,Gafsa,الأزهر بوعوني,BN,1999,3,False,Gafsa
ministers,Q3240795,Lilia Labidi,lat,LABIDI,LBD,ben_ali,Ben Arous,ليليا العبيدي,BD,2011,3,False,Ben Arous
ministers,Q3240795,Lilia Labidi,lat,LABIDI,LBD,transition,Ben Arous,ليليا العبيدي,BD,2011,3,False,Ben Arous
ministers,Q3257623,Lobna Jribi,lat,JRIBI,JRB,second_republic,Tunis,لبنى الجريبي,JRB,2020,3,False,Tunis
ministers,Q327007,Mohamed Ben Ahmed Abdelghani,lat,ABDELGHANI,BDVN,ben_ali,,محمد بن أحمد عبد الغني,BDVN|VN,1989,5,False,
ministers,Q3272346,M'hammed Djellouli,lat,DJELLOULI,JL,protectorate,Tunis,محمد الجلولي,JL,1907,0,True,Tunis
ministers,Q3277799,Mahmoud El Materi,lat,EL MATERI|MATERI,MTR|MTR,protectorate,Tunis,محمود الماطري,MTR,1943,3,False,Tunis
ministers,Q3277799,Mahmoud El Materi,lat,EL MATERI|MATERI,MTR|MTR,monarchy,Tunis,محمود الماطري,MTR,1943,3,False,Tunis
ministers,Q3277819,Mahmoud Mestiri,lat,MESTIRI,MSTR,bourguiba,Tunis,محمود المستيري,MSTR,1981,3,False,Tunis
ministers,Q3277819,Mahmoud Mestiri,lat,MESTIRI,MSTR,ben_ali,Tunis,محمود المستيري,MSTR,1981,3,False,Tunis
ministers,Q3286574,Mansour Skhiri,lat,SKHIRI,SXR,bourguiba,Monastir,منصور السخيري,SXR,1986,3,False,Monastir
ministers,Q3304500,Mehdi Houas,lat,HOUAS,HS,ben_ali,,مهدي حواص,HS,2011,3,False,
ministers,Q3304500,Mehdi Houas,lat,HOUAS,HS,transition,,مهدي حواص,HS,2011,3,False,
ministers,Q3304511,Mehdi Mabrouk,lat,MABROUK,MBRK,ben_ali,Mahdia,مهدي مبروك,MBRK,2011,3,False,Mahdia
ministers,Q3304511,Mehdi Mabrouk,lat,MABROUK,MBRK,transition,Mahdia,مهدي مبروك,MBRK,2011,3,False,Mahdia
ministers,Q3318290,Mohamed Abdelaziz Djaït,lat,DJAIT,JT,protectorate,Tunis,محمد عبد العزيز جعيط,JT,1947,3,False,Tunis
ministers,Q3318297,Mohamed Abbou,lat,ABBOU,B,transition,Tunis,محمد عبو,B,2011,2,False,Tunis
ministers,Q3318297,Mohamed Abbou,lat,ABBOU,B,second_republic,Tunis,محمد عبو,B,2011,2,False,Tunis
ministers,Q3318311,Mohamed Agrebi,lat,AGREBI,KRB,ben_ali,Nabeul,محمد العقربي,KRB,1999,3,False,Nabeul
ministers,Q3318336,Mohamed Ali Ganzoui,lat,GANZOUI,KNZ,ben_ali,Kasserine,محمد علي القنزوعي,KNZ,1989,5,False,Kasserine
ministers,Q3318356,Mohamed Aloulou,lat,ALOULOU,L,ben_ali,Gabès,محمد علولو,L,2011,3,False,Gabès
ministers,Q3318356,Mohamed Aloulou,lat,ALOULOU,L,transition,Gabès,محمد علولو,L,2011,3,False,Gabès
ministers,Q3318362,Mohamed Ammour,lat,AMMOUR,MR,ben_ali,,محمد عمور,MR,1999,5,False,
ministers,Q3318375,Mohamed Baccouche,lat,BACCOUCHE,BKS,,Nabeul,محمد بكوش,BKS,,3,False,Nabeul
ministers,Q3318419,Mohamed Ben Salem (1953),lat,BEN SALEM|SALEM,BNSLM|SLM,protectorate,Zaghouan,محمد بن سالم,BNSLM|SLM,1950,3,False,Zaghouan
ministers,Q3318419,Mohamed Ben Salem (1953),lat,BEN SALEM|SALEM,BNSLM|SLM,bourguiba,Zaghouan,محمد بن سالم,BNSLM|SLM,1950,3,False,Zaghouan
ministers,Q3318419,Mohamed Ben Salem (1953),lat,BEN SALEM|SALEM,BNSLM|SLM,ben_ali,Zaghouan,محمد بن سالم,BNSLM|SLM,1950,3,False,Zaghouan
ministers,Q3318419,Mohamed Ben Salem (1953),lat,BEN SALEM|SALEM,BNSLM|SLM,transition,Zaghouan,محمد بن سالم,BNSLM|SLM,1950,3,False,Zaghouan
ministers,Q3318465,Mohamed Béji Ben Mami,lat,BEN MAMI|MAMI,BM|M,ben_ali,Tunis,محمد الباجي بن مامي,BM|M,2011,3,False,Tunis
ministers,Q3318475,Mohamed Charfi,lat,CHARFI,SRF,ben_ali,Sfax,محمد الشرفي,SRF,1989,3,False,Sfax
ministers,Q3318509,Mohamed El Aziz Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,ben_ali,Tunis,محمد العزيز بن عاشور,BNSR|SR,1999,3,False,Tunis
ministers,Q3318530,Mohamed Ennaceur,lat,ENNACEUR,NSR,bourguiba,Mahdia,محمد الناصر,NSR,1974,3,False,Mahdia
ministers,Q3318530,Mohamed Ennaceur,lat,ENNACEUR,NSR,ben_ali,Mahdia,محمد الناصر,NSR,1974,3,False,Mahdia
ministers,Q3318530,Mohamed Ennaceur,lat,ENNACEUR,NSR,transition,Mahdia,محمد الناصر,NSR,1974,3,False,Mahdia
ministers,Q3318545,Mohamed Fitouri,lat,FITOURI,FTR,bourguiba,Kairouan,محمد الفيتوري,FTR,1970,3,False,Kairouan
ministers,Q3318622,Mohamed Jegham,lat,JEGHAM,JVM,ben_ali,Sousse,محمد جغام,JVM,1988,3,False,Sousse
ministers,Q3318622,Mohamed Jegham,lat,JEGHAM,JVM,transition,Sousse,محمد جغام,JVM,1988,3,False,Sousse
ministers,Q3318652,Mohamed Lamine Chakhari,lat,CHAKHARI,SXR,ben_ali,Kasserine,محمد الأمين الشخاري,SXR,2011,3,False,Kasserine
ministers,Q3318652,Mohamed Lamine Chakhari,lat,CHAKHARI,SXR,transition,Kasserine,محمد الأمين الشخاري,SXR,2011,3,False,Kasserine
ministers,Q3318702,Mohamed Mehdi Mlika,lat,MLIKA,MLK,ben_ali,Monastir,محمد مهدي مليكة,MLK,1989,3,False,Monastir
ministers,Q3318731,Mohamed Naceur,lat,NACEUR,NSR,ben_ali,Nabeul,محمد ناصر عمار,MR,2010,3,False,Nabeul
ministers,Q3318757,Mohamed Nouri Jouini,lat,JOUINI,JN,ben_ali,Tunis,محمد النوري الجويني,JN,1999,3,False,Tunis
ministers,Q3318774,Mohamed Ridha Farès,lat,FARES,FRS,ben_ali,Nabeul,محمد رضا فارس,FRS,2011,3,False,Nabeul
ministers,Q3318774,Mohamed Ridha Farès,lat,FARES,FRS,transition,Nabeul,محمد رضا فارس,FRS,2011,3,False,Nabeul
ministers,Q3318781,Mohamed Salah Ben Aïssa,lat,BEN AISSA|AISSA,BNS|S,second_republic,Tunis,محمد صالح بن عيسى,BNS|S,2015,3,False,Tunis
ministers,Q3318797,Mohamed Salah Mzali,lat,MZALI,MZL,protectorate,Monastir,محمد الصالح مزالي,MZL,1953,0,True,Monastir
ministers,Q3318797,Mohamed Salah Mzali,lat,MZALI,MZL,bourguiba,Monastir,محمد الصالح مزالي,MZL,1953,0,True,Monastir
ministers,Q3318797,Mohamed Salah Mzali,lat,MZALI,MZL,ben_ali,Monastir,محمد الصالح مزالي,MZL,1953,0,True,Monastir
ministers,Q3318800,Mohamed Salmane,lat,SALMANE,SLMN,ben_ali,Nabeul,محمد سلمان,SLMN,2011,3,False,Nabeul
ministers,Q3318800,Mohamed Salmane,lat,SALMANE,SLMN,transition,Nabeul,محمد سلمان,SLMN,2011,3,False,Nabeul
ministers,Q3319007,Mohammed Aziz Bouattour,lat,BOUATTOUR,BTR,protectorate,Tunis,محمد العزيز بوعتور,BTR,1882,0,True,Tunis
ministers,Q3319036,Mohammed Khaznadar,lat,KHAZNADAR,XZNDR,beylical,,محمد خزندار,XZNDR,1877,0,True,
ministers,Q3319036,Mohammed Khaznadar,lat,KHAZNADAR,XZNDR,protectorate,,محمد خزندار,XZNDR,1877,0,True,
ministers,Q3319366,Mokhtar Jallali,lat,JALLALI,JL,ben_ali,,مختار الجلالي,JL,2011,3,False,
ministers,Q3319366,Mokhtar Jallali,lat,JALLALI,JL,transition,,مختار الجلالي,JL,2011,3,False,
ministers,Q3320424,Moncef Bel Hadj Amor,lat,BEL AMOR|AMOR,BLMR|MR,bourguiba,Nabeul,منصف بلحاج عمر,BLHJMR|MR,1980,3,False,Nabeul
ministers,Q3320430,Moncef Belkhodja,lat,BELKHODJA,BLXJ,bourguiba,,منصف بلخوجة,BLXJ,1980,3,False,
ministers,Q3320435,Moncef Ben Salem,lat,BEN SALEM|SALEM,BNSLM|SLM,ben_ali,Sfax,المنصف بن سالم,BNSLM|SLM,2011,3,False,Sfax
ministers,Q3320435,Moncef Ben Salem,lat,BEN SALEM|SALEM,BNSLM|SLM,transition,Sfax,المنصف بن سالم,BNSLM|SLM,2011,3,False,Sfax
ministers,Q3320454,Moncer Rouissi,lat,ROUISSI,RS,ben_ali,Tozeur,منصر الرويسي,RS,1989,3,False,Tozeur
ministers,Q3320454,Moncer Rouissi,lat,ROUISSI,RS,transition,Tozeur,منصر الرويسي,RS,1989,3,False,Tozeur
ministers,Q3320538,Mondher Ben Ammar,lat,BEN AMMAR|AMMAR,BMR|MR,bourguiba,Tunis,المنذر بن عمار,BMR|MR,1961,3,False,Tunis
ministers,Q3320544,Mondher Zenaidi,lat,ZENAIDI,ZND,bourguiba,Tunis,المنذر الزنايدي,ZND,1987,3,False,Tunis
ministers,Q3320544,Mondher Zenaidi,lat,ZENAIDI,ZND,ben_ali,Tunis,المنذر الزنايدي,ZND,1987,3,False,Tunis
ministers,Q3320644,Mongi Ben Hamida,lat,BEN HAMIDA|HAMIDA,BNHMD|HMD,bourguiba,Nabeul,المنجي بن حميدة,BNHMD|HMD,1977,3,False,Nabeul
ministers,Q3320646,Mongi Bousnina,lat,BOUSNINA,BSN,ben_ali,,المنجي بوسنينة,BSN,1989,3,False,
ministers,Q3320650,Mongi Kooli,lat,KOOLI,KL,bourguiba,Monastir,منجي الكعلي,KL,1974,3,False,Monastir
ministers,Q3320655,Mongi Marzouk,lat,MARZOUK,MRZK,ben_ali,Gabès,منجي مرزوق,MRZK,2011,3,False,Gabès
ministers,Q3320655,Mongi Marzouk,lat,MARZOUK,MRZK,transition,Gabès,منجي مرزوق,MRZK,2011,3,False,Gabès
ministers,Q3320655,Mongi Marzouk,lat,MARZOUK,MRZK,second_republic,Gabès,منجي مرزوق,MRZK,2011,3,False,Gabès
ministers,Q3326203,Moussa El Kadhem Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,protectorate,Tunis,موسى الكاظم بن عاشور,BNSR|SR,1954,3,False,Tunis
ministers,Q3326203,Moussa El Kadhem Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,protectorate_end,Tunis,موسى الكاظم بن عاشور,BNSR|SR,1954,3,False,Tunis
ministers,Q3326348,Moustapha Khodja,lat,KHODJA,XJ,,,مصطفى خوجة,XJ,,0,True,
ministers,Q3328917,Mustapha Ben Ismaïl,lat,BEN ISMAIL|ISMAIL,BNSML|SML,beylical,Bizerte,مصطفى بن إسماعيل,BNSML|SML,1878,0,True,Bizerte
ministers,Q3328933,Mustapha Dinguizli,lat,DINGUIZLI,DNKZL,protectorate,Tunis,مصطفى الدنقزلي,DNKZL,1922,0,True,Tunis
ministers,Q3328946,Mustapha Filali,lat,FILALI,FL,monarchy,Kairouan,مصطفى الفيلالي,FL,1956,3,False,Kairouan
ministers,Q3328946,Mustapha Filali,lat,FILALI,FL,bourguiba,Kairouan,مصطفى الفيلالي,FL,1956,3,False,Kairouan
ministers,Q3328947,Mustapha Kaak,lat,KAAK,K,protectorate,Tunis,مصطفى الكعاك,K,1947,0,True,Tunis
ministers,Q3328959,Mustapha Kamel Nabli,lat,NABLI,MBL,ben_ali,Monastir,مصطفى كمال النابلي,MBL,1989,3,False,Monastir
ministers,Q3328959,Mustapha Kamel Nabli,lat,NABLI,MBL,transition,Monastir,مصطفى كمال النابلي,MBL,1989,3,False,Monastir
ministers,Q3328983,Mustapha Saheb Ettabaâ,lat,ETTABAA,TB,beylical,,مصطفى صاحب الطابع,TB,1835,0,True,
ministers,Q3331012,Abdelmajid Chaker,lat,CHAKER,SKR,bourguiba,Sfax,عبد المجيد شاكر,SKR,1962,3,False,Sfax
ministers,Q3331032,Amor Chadli,lat,CHADLI,SDL,bourguiba,Monastir,عمر الشاذلي,SDL,1986,3,False,Monastir
ministers,Q3333020,Mémia El Benna,lat,EL BENNA|BENNA,BN|BN,transition,Tunis,مامية البنا,BN,2011,3,False,Tunis
ministers,Q3334747,Naceur El Gharbi,lat,EL GHARBI|GHARBI,VRB|VRB,ben_ali,Kairouan,الناصر الغربي,VRB,1999,3,False,Kairouan
ministers,Q3334747,Naceur El Gharbi,lat,EL GHARBI|GHARBI,VRB|VRB,transition,Kairouan,الناصر الغربي,VRB,1999,3,False,Kairouan
ministers,Q3334855,Nadhir Hamada,lat,HAMADA,HMD,ben_ali,,نذير حمادة,HMD,1999,3,False,
ministers,Q3337614,Nebiha Gueddana,lat,GUEDDANA,KDN,ben_ali,Tunis,نبيهة قدانة,KDN,1989,3,False,Tunis
ministers,Q3344886,Noureddine Hached,lat,HACHED,HSD,bourguiba,Sfax,نور الدين حشاد,HSD,1985,3,False,Sfax
ministers,Q3344889,Noureddine El Khademi,lat,EL KHADEMI|KHADEMI,XDM|XDM,ben_ali,Kasserine,نور الدين الخادمي,XDM,2011,3,False,Kasserine
ministers,Q3344889,Noureddine El Khademi,lat,EL KHADEMI|KHADEMI,XDM|XDM,transition,Kasserine,نور الدين الخادمي,XDM,2011,3,False,Kasserine
ministers,Q3347261,Néziha Zarrouk,lat,ZARROUK,ZRK,ben_ali,Monastir,نزيهة زروق,ZRK,1989,3,False,Monastir
ministers,Q3357601,Othman Kechrid,lat,KECHRID,KSRD,bourguiba,Kairouan,عثمان كشريد,KSRD,1977,3,False,Kairouan
ministers,Q3358533,Oussama Romdhani,lat,ROMDHANI,RMDN,ben_ali,Gabès,أسامة الرمضاني,RMDN,1999,3,False,Gabès
ministers,Q3417300,Rafaâ Dekhil,lat,DEKHIL,DXL,ben_ali,Bizerte,رافع دخيل,DXL,1999,3,False,Bizerte
ministers,Q3417419,Rafik Belhaj Kacem,lat,KACEM,KSM,ben_ali,Béja,رفيق بالحاج قاسم,KSM,1989,3,False,Béja
ministers,Q3417420,Rafik Abdessalem,lat,ABDESSALEM,BDSLM,ben_ali,Gabès,رفيق عبد السلام,BDSLM|SLM,2011,3,False,Gabès
ministers,Q3417420,Rafik Abdessalem,lat,ABDESSALEM,BDSLM,transition,Gabès,رفيق عبد السلام,BDSLM|SLM,2011,3,False,Gabès
ministers,Q3417449,Rafâa Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,ben_ali,Tunis,رافع بن عاشور,BNSR|SR,1999,3,False,Tunis
ministers,Q3417449,Rafâa Ben Achour,lat,BEN ACHOUR|ACHOUR,BNSR|SR,transition,Tunis,رافع بن عاشور,BNSR|SR,1999,3,False,Tunis
ministers,Q3423310,Refâat Chaâbouni,lat,CHAABOUNI,SBN,ben_ali,Ben Arous,رفعت الشعبوني,SBN,1999,3,False,Ben Arous
ministers,Q3423310,Refâat Chaâbouni,lat,CHAABOUNI,SBN,transition,Ben Arous,رفعت الشعبوني,SBN,1999,3,False,Ben Arous
ministers,Q3430010,Riadh Bettaieb,lat,BETTAIEB,BTB,transition,Médenine,رياض بالطيب,BLTB,2011,3,False,Médenine
ministers,Q3431734,Ridha Belhaj,lat,BELHAJ,BLHJ,transition,Tunis,رضا بالحاج,BLHJ,2011,6,False,Tunis
ministers,Q3431735,Ridha Ben Mosbah,lat,BEN MOSBAH|MOSBAH,BMSBH|MSBH,ben_ali,Monastir,رضا بن مصباح,BMSBH|MSBH,1999,3,False,Monastir
ministers,Q3431735,Ridha Ben Mosbah,lat,BEN MOSBAH|MOSBAH,BMSBH|MSBH,second_republic,Monastir,رضا بن مصباح,BMSBH|MSBH,1999,3,False,Monastir
ministers,Q3431740,Ridha Chalghoum,lat,CHALGHOUM,SLVM,ben_ali,Gafsa,رضا شلغوم,SLVM,1999,3,False,Gafsa
ministers,Q3431740,Ridha Chalghoum,lat,CHALGHOUM,SLVM,second_republic,Gafsa,رضا شلغوم,SLVM,1999,3,False,Gafsa
ministers,Q3431743,Ridha Grira,lat,GRIRA,KR,ben_ali,Sousse,رضا قريرة,KR,1989,3,False,Sousse
ministers,Q3431745,Ridha Touiti,lat,TOUITI,T,ben_ali,Gabès,رضا التويتي,T,1999,3,False,Gabès
ministers,Q3431747,Ridha Saïdi,lat,SAIDI,SD,transition,Bizerte,رضا السعيدي,SD,2011,3,False,Bizerte
ministers,Q3461164,Sadok Ben Jemâa,lat,BEN JEMAA|JEMAA,BNJM|JM,bourguiba,Médenine,الصادق بن جمعة,BNJM|JM,1969,3,False,Médenine
ministers,Q3461164,Sadok Ben Jemâa,lat,BEN JEMAA|JEMAA,BNJM|JM,ben_ali,Médenine,الصادق بن جمعة,BNJM|JM,1969,3,False,Médenine
