appointment_id,record_id,cabinet_id,spell_id,cabinet_article,raw_title,person_name,person_wikilink,portfolio,rank,is_interim,start_date,end_date,date_precision,date_basis,source,source_ref,confidence,table_caption,party_raw,replaces,replaced_by,person_id,end_date_unreliable,tenure_days,is_incumbent,portfolio_label,portfolio_power_rank,rank_level,era,president,head_of_government,start_year,appointment_seq,is_first_appointment
A02400,d02531,TN-17,TN-17,,porte-parole du gouvernement tunisien,Asma Shiri,,other,minister,False,2020-04-07,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q89996191-774D2DE2-3274-448F-9090-D4FF3C9D79A8,high,,,,,Q89996191,False,148.0,False,,,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,5,False
A02401,d03130,TN-17,TN-17,,ministre de la Jeunesse et des Sports,Asma Shiri,,youth_sports,minister,False,2020-07-15,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q89996191-B5469BB7-084E-422C-9473-FC730B6E77A0,high,,,,,Q89996191,False,49.0,False,Youth and sports,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,6,False
A02402,w00357,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre des Finances,Nizar Yaïche,Nizar Yaïche,finance,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q90570383,False,0.0,False,Finance,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02403,w01585,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير المالية,نزار يعيش,نزار يعيش,finance,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,مستقل,,,Q90570383,False,188.0,False,Finance,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02404,d02734,TN-17,TN-17,,ministre des Finances,Nizar Yaïche,,finance,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q90570383-956E3AAA-2767-4352-877C-E06A8719DB3E,high,,,Ridha Chalghoum,Ali Kooli,Q90570383,False,188.0,False,Finance,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02405,w00362,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre de l'Industrie,Salah Ben Youssef,Salah Ben Youssef (ministre),industry_energy,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q90946576,False,0.0,False,"Industry, energy and mines",economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02406,w01597,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير الصناعة والمؤسسات الصغرى والمتوسطة,صالح بن يوسف,صالح بن يوسف (وزير تونسي),industry_energy,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,مستقل,,,Q90946576,False,188.0,False,"Industry, energy and mines",economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02407,d03584,TN-17,TN-17,,ministre de l'Industrie,Salah Ben Youssef,,industry_energy,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q90946576-4EEDA253-F2FD-42B7-9D4F-C86C673A0256,high,,,Slim Feriani,Salwa Sghayer,Q90946576,False,188.0,False,"Industry, energy and mines",economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02408,w01510,Gouvernement Chenik II,,حكومة محمد شنيق الثانية,وزير العدل,صالح بن يوسف,صالح بن يوسف,justice,minister,False,,,unknown,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_محمد_شنيق_الثانية,medium,,,,,Q90946576,False,,True,Justice,sovereign,3,,,,,4,False
A02409,w00356,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre des Affaires étrangères,Noureddine Erray,Noureddine Erray,foreign_affairs,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q91626084,False,0.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02410,w01583,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير الشؤون الخارجية,نور الدين الري,نور الدين الري,foreign_affairs,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,مستقل,,,Q91626084,False,188.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02411,d02433,TN-17,TN-17,,ministre des Affaires étrangères,Noureddine Erray,,foreign_affairs,minister,False,2020-02-27,2020-07-24,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91626084-a292a345-d262-4554-adb8-c30e98254a87,high,,,Sabri Bachtobji,Selma Ennaifer,Q91626084,False,148.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02412,w00359,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre des Affaires sociales,Habib Kchaou,Habib Kchaou,social_affairs,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q91645255,False,0.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02413,w00378,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,"Ministre des Affaires sociales, Ministre de la Santé (intérim)",Habib Kchaou,Habib Kchaou,social_affairs,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q91645255,False,0.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02414,w01591,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير الشؤون الاجتماعية,الحبيب كشو,الحبيب كشو,social_affairs,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,مستقل,,,Q91645255,False,188.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02415,d03131,TN-17,TN-17,,ministre des Affaires sociales,Habib Kchaou,,social_affairs,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91645255-54EEC177-AC27-4B8A-A339-43FE6F043070,high,,,,,Q91645255,False,188.0,False,Social affairs,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,4,False
A02416,d03431,TN-17,TN-17,,ministre de la Santé,Habib Kchaou,,health,minister,False,2020-07-15,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91645255-31B81C21-B9FD-4976-88CE-29FEAABCC9C3,high,,,Abdellatif Mekki,Faouzi Mehdi,Q91645255,False,49.0,False,Public health,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,5,False
A02417,w00364,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,"Ministre de l'Agriculture, de la Pêche et des Ressources hydrauliques",Oussama Kheriji,Oussama Kheriji,agriculture,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q91649459,False,0.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02418,w01004,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,"Ministre de l'Agriculture, des Ressources hydrauliques et de la Pêche",Oussama Kheriji,Oussama Kheriji,agriculture,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q91649459,False,366.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,2,False
A02419,w01588,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير الفلاحة والصيد البحري والموارد المائية,أسامة الخريجي,أسامة الخريجي,agriculture,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,مستقل,,,Q91649459,False,188.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02420,d02827,TN-17,TN-17,,ministre de l'Agriculture,Oussama Kheriji,,agriculture,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91649459-1F89E57F-33D0-41FE-94A3-C7DB53A722F8,high,,,Samir Taïeb,Akissa Bahri,Q91649459,False,188.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,4,False
A02421,w01052,Gouvernement Mohamed Mzali,TN-05,Gouvernement Mohamed Mzali,Ministre de la Jeunesse et des Sports,Mohamed Kraïem,Mohamed Kraïem,youth_sports,minister,False,1980-09-04,1986-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_Mzali,medium,Poste remanié le,,,,Q91669922,False,1945.0,False,Youth and sports,social,3,bourguiba,Habib Bourguiba,Mohamed Mzali,1980.0,1,True
A02422,w01083,Gouvernement Mohamed Mzali,TN-05,Gouvernement Mohamed Mzali,Ministre du Transport,Mohamed Kraïem,Mohamed Kraïem,transport,minister,False,1985-10-23,1986-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_Mzali,medium,Postes remaniés le,,,,Q91669922,False,70.0,False,Transport,economic,3,bourguiba,Habib Bourguiba,Mohamed Mzali,1985.0,2,False
A02423,w01227,Gouvernement Sfar,TN-06,Gouvernement Sfar,Ministère du Transport et des Télécommunications,Mohamed Kraïem,Mohamed Kraïem,transport,minister,False,1986-07-08,1987-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Sfar,medium,Composition le,PSD,,,Q91669922,False,177.0,False,Transport,economic,3,bourguiba,Habib Bourguiba,Rachid Sfar,1986.0,3,False
A02424,w00365,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre des Technologies de la communication et de la Transformation digitale,Mohamed Fadhel Kraiem,Mohamed Fadhel Kraiem,ict,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q91669922,False,0.0,False,Communication technologies and digital economy,service,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,4,False
A02425,w00380,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,"Ministre des Technologies de la communication et de la Transformation digitale, Ministre du Transport et de la Logistique (intérim)",Mohamed Fadhel Kraiem,Mohamed Fadhel Kraiem,ict,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Indépendant,,,Q91669922,False,0.0,False,Communication technologies and digital economy,service,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,5,False
A02426,w00992,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,Ministre des Technologies de la communication,Mohamed Fadhel Kraiem,Mohamed Fadhel Kraiem,ict,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q91669922,False,366.0,False,Communication technologies and digital economy,service,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,6,False
A02427,w01015,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,"Ministre des Technologies de la communicationMinistre de l'Agriculture, des Ressources hydrauliques et de la Pêche (intérim)",Mohamed Fadhel Kraiem,Mohamed Fadhel Kraiem,ict,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q91669922,False,366.0,False,Communication technologies and digital economy,service,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,7,False
A02428,d03321,TN-17,TN-17,,ministre des Technologies de la communication,Mohamed Fadhel Kraiem,,ict,minister,False,2020-02-27,2021-08-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91669922-6B921D3C-3978-4C9E-A3A1-90E8E20EFFE0,high,,,,,Q91669922,False,522.0,False,Communication technologies and digital economy,service,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,8,False
A02429,d03132,TN-17,TN-17,,ministre du Transport,Mohamed Fadhel Kraiem,,transport,minister,False,2020-07-15,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91669922-2C002E54-679F-4790-86A6-3A569A8E8DD2,high,,,,,Q91669922,False,49.0,False,Transport,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,9,False
A02430,d02828,TN-18,TN-18,,ministre de l'Agriculture,Mohamed Fadhel Kraiem,,agriculture,minister,False,2021-02-15,2021-08-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q91669922-55400E61-7984-4CD1-A5BE-CBF41031288D,high,,,Akissa Bahri,Mahmoud Elyes Hamza,Q91669922,False,168.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2021.0,10,False
A02431,w00374,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre du Commerce,Mohamed Msilini,Mohamed Msilini,trade,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Mouvement du peuple,,,Q92199953,False,0.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02432,w01596,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير التجارة,محمد مسيليني,محمد مسيليني,trade,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,حركة الشعب,,,Q92199953,False,188.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02433,d02829,TN-17,TN-17,,ministre du Commerce,Mohamed Msilini,,trade,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q92199953-E5A1ED8C-7F0D-4A8D-A409-37312C4F1E3C,high,,,,,Q92199953,False,188.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02434,w00366,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre de l'Enseignement supérieur et de la Recherche scientifique,Slim Choura,Slim Choura,higher_education,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Ennahdha,,,Q92316785,False,0.0,False,Higher education and scientific research,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02435,w01601,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير التعليم العالي والبحث العلمي,سليم شورى,سليم شورى,higher_education,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,حركة النهضة,,,Q92316785,False,188.0,False,Higher education and scientific research,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02436,d03034,TN-17,TN-17,,ministre de l'Enseignement supérieur,Slim Choura,,higher_education,minister,False,2020-02-27,2020-07-15,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q92316785-CA225BF8-BB3F-4D27-8C64-BCAC840BD268,high,,,Slim Khalbous,Olfa Benouda,Q92316785,False,139.0,False,Higher education and scientific research,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02437,w00272,Gouvernement Chahed,TN-16,Gouvernement Chahed,Secrétaire d'État chargé des Sports,Ahmed Gaâloul,Ahmed Gaâloul,youth_sports,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q92332624,False,1461.0,False,Youth and sports,social,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A02438,w01486,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,كاتب دولة لدى وزيرة الشباب والرياضة مكلف بالرياضة,أحمد قعلول,أحمد قعلول,youth_sports,secretary_of_state,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,,,,Q92332624,False,1279.0,False,Youth and sports,social,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A02439,w00369,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre de la Jeunesse et des Sports,Ahmed Gaâloul,Ahmed Gaâloul,youth_sports,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Ennahdha,,,Q92332624,False,0.0,False,Youth and sports,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02440,w01604,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير شؤون الشباب والرياضة,أحمد قعلول,أحمد قعلول,youth_sports,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,حركة النهضة,,,Q92332624,False,188.0,False,Youth and sports,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,4,False
A02441,d03133,TN-17,TN-17,,ministre de la Jeunesse et des Sports,Ahmed Gaâloul,,youth_sports,minister,False,2020-02-27,2020-07-15,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q92332624-BEBE4CA1-B56D-4910-8F42-909037CBB30E,high,,,,,Q92332624,False,139.0,False,Youth and sports,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,5,False
A02442,w01608,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,كاتبة دولة لدى وزير الشؤون الخارجية,سلمى النيفر,سلمى النيفر,foreign_affairs,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,مستقلة,,,Q92353813,False,188.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02443,d02434,TN-17,TN-17,,ministre des Affaires étrangères,Selma Ennaifer,,foreign_affairs,minister,False,2020-07-24,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q92353813-4e078af3-4f3b-7279-3861-c5ce83650701,high,,,Noureddine Erray,Othman Jerandi,Q92353813,False,40.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02444,w00377,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre du Tourisme et de l'Artisanat,Mohamed Ali Toumi,Mohamed Ali Toumi,tourism_handicrafts,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Al Badil Ettounsi,,,Q92354033,False,0.0,False,Tourism and handicrafts,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02445,w01598,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير السياحة والصناعات التقليدية,محمد علي التومي,محمد علي التومي,tourism_handicrafts,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,البديل التونسي,,,Q92354033,False,188.0,False,Tourism and handicrafts,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02446,d03585,TN-17,TN-17,,ministre du Tourisme,Mohamed Ali Toumi,,tourism_handicrafts,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q92354033-38F22D36-E2E1-4DB0-BC7A-3537FFCA288C,high,,,,,Q92354033,False,188.0,False,Tourism and handicrafts,economic,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02447,w00952,Gouvernement Larayedh,TN-13,Gouvernement Larayedh,Ministre de la Défense nationale,Rachid Sabbagh,Rachid Sabbagh,defence,minister,False,2013-01-01,2014-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Larayedh,medium,,Indépendant,,,Q9344006,False,365.0,False,Defence,sovereign,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,1,True
A02448,w02090,Gouvernement Larayedh,TN-13,حكومة علي العريض,وزير الدفاع الوطني,رشيد الصباغ,رشيد الصباغ,defence,minister,False,2013-03-13,2014-01-29,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_علي_العريض,medium,,مستقل,,,Q9344006,False,322.0,False,Defence,sovereign,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,2,False
A02449,d02830,TN-13,TN-13,,ministre de la Défense,Rachid Sabbagh,,defence,minister,False,2013-03-13,2014-01-29,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q9344006-83F6EA37-78A9-4948-8158-795424CAB16D,high,,,,,Q9344006,False,322.0,False,Defence,sovereign,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,3,False
A02450,w00727,Gouvernement Jebali,TN-12,Gouvernement Jebali,Ministre de la Jeunesse et des Sports,Tarak Dhiab,Tarak Dhiab,youth_sports,minister,False,2011-01-01,2013-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Jebali,medium,,Indépendant,,,Q958968,False,731.0,False,Youth and sports,social,3,ben_ali,Zine El Abidine Ben Ali,Hamadi Jebali,2011.0,1,True
A02451,w01844,Gouvernement Jebali,TN-12,حكومة حمادي الجبالي,وزير الشباب والرياضة,طارق ذياب,طارق ذياب,youth_sports,minister,False,2011-12-24,2013-03-13,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حمادي_الجبالي,medium,,مستقل,,,Q958968,False,445.0,False,Youth and sports,social,3,transition,Moncef Marzouki,Hamadi Jebali,2011.0,2,False
A02452,d03134,TN-12,TN-12,,ministre de la Jeunesse et des Sports,Tarak Dhiab,,youth_sports,minister,False,2011-12-24,2014-01-29,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q958968-d44b0886-4de5-1402-1054-9a4992247372,high,,,Slim Chaker,Saber Bouatay,Q958968,False,767.0,False,Youth and sports,social,3,transition,Moncef Marzouki,Hamadi Jebali,2011.0,3,False
A02453,w00970,Gouvernement Larayedh,TN-13,Gouvernement Larayedh,Ministre de la Jeunesse et des Sports,Tarak Dhiab,Tarak Dhiab,youth_sports,minister,False,2013-01-01,2014-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Larayedh,medium,,Indépendant,,,Q958968,False,365.0,False,Youth and sports,social,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,4,False
A02454,w02110,Gouvernement Larayedh,TN-13,حكومة علي العريض,وزير الشباب والرياضة,طارق ذياب,طارق ذياب,youth_sports,minister,False,2013-03-13,2014-01-29,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_علي_العريض,medium,,مستقل,,,Q958968,False,322.0,False,Youth and sports,social,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,5,False
A02455,w00373,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre de la Formation professionnelle et de l'Emploi,Fethi Belhaj,Fethi Belhaj,employment_training,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Mouvement du peuple,,,Q96473313,False,0.0,False,Employment and vocational training,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,1,True
A02456,w01603,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير التكوين المهني والتشغيل,فتحي بالحاج,فتحي بالحاج,employment_training,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,حركة الشعب,,,Q96473313,False,188.0,False,Employment and vocational training,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,2,False
A02457,d03322,TN-17,TN-17,,ministre de la Formation professionnelle et de l'Emploi,Fethi Belhaj,,employment_training,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q96473313-4682718E-F4F1-4EE8-B9E1-74F2F58D82DC,high,,,,,Q96473313,False,188.0,False,Employment and vocational training,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,3,False
A02458,w00669,Gouvernement Hédi Baccouche I,TN-08,Gouvernement Hédi Baccouche I,Secrétaire d'État auprès du ministre de l'Équipement et de l'Habitat chargé de l'Habitat et de l'Aménagement du territoire,Mohamed Ali Bouleymane,Mohamed Ali Bouleymane,equipment_housing,secretary_of_state,False,1988-04-12,,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_I,medium,Postes remaniés le,,,,Q97961043,True,14015.0,True,"Equipment, housing and infrastructure",economic,5,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,1,True
A02459,w00701,Gouvernement Hédi Baccouche II,TN-08,Gouvernement Hédi Baccouche II,Secrétaire d'État auprès du ministre de l'Équipement et de l'Habitat chargé de l'Aménagement du territoire,Mohamed Ali Bouleymane,Mohamed Ali Bouleymane,equipment_housing,secretary_of_state,False,1988-07-27,1989-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_II,medium,Composition le,RCD,,,Q97961043,False,158.0,False,"Equipment, housing and infrastructure",economic,5,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,2,False
A02460,w01275,Gouvernement Hédi Baccouche III,TN-08,Gouvernement Hédi Baccouche III,Secrétaire d'État auprès du ministre de l'Équipement et de l'Habitat chargé de l'Habitat et de l'Aménagement du territoire,Mohamed Ali Bouleymane,Mohamed Ali Bouleymane,equipment_housing,secretary_of_state,False,1989-01-01,1989-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_III,medium,,RCD,,,Q97961043,False,0.0,False,"Equipment, housing and infrastructure",economic,5,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1989.0,3,False
