source,target,weight,overlap_days,overlap_years,n_cabinets,cabinets,eras,tie_type
Q563204,TN-andre-barouch,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-azzouz-rebai,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-mahmoud-khiairi,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-mohamed-chakroun,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-unknown-25,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-unknown-26,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-unknown-27,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-unknown-28,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q563204,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q586623,Q643348,2082,2082,5.7,2,Gouvernement Bourguiba I|TN-02,bourguiba|monarchy,co_membership
Q586623,Q800238,7170,7170,19.63,5,Gouvernement Bourguiba I|Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02|TN-03,bourguiba|monarchy,co_membership
Q586623,TN-andre-barouch,261,261,0.71,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-azzouz-rebai,261,261,0.71,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-mahmoud-khiairi,261,261,0.71,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-mohamed-chakroun,261,261,0.71,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-unknown-25,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-unknown-26,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-unknown-27,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-unknown-28,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
Q586623,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
Q643348,Q800238,4276,4276,11.71,2,Gouvernement Bourguiba I|TN-02,bourguiba|protectorate_end,co_membership
Q643348,TN-andre-barouch,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-azzouz-rebai,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-mahmoud-khiairi,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-mohamed-chakroun,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-unknown-25,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-unknown-26,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-unknown-27,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-unknown-28,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q643348,TN-unknown-29,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-andre-barouch,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-azzouz-rebai,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-mahmoud-khiairi,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-mohamed-chakroun,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-unknown-25,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-unknown-26,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-unknown-27,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-unknown-28,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
Q800238,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-azzouz-rebai,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-mahmoud-khiairi,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-mohamed-chakroun,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-unknown-25,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-unknown-26,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-unknown-27,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-unknown-28,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-andre-barouch,TN-unknown-29,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-mahmoud-khiairi,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-mohamed-chakroun,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-unknown-25,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-unknown-26,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-unknown-27,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-unknown-28,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-azzouz-rebai,TN-unknown-29,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mahmoud-khiairi,TN-mohamed-chakroun,366,366,1.0,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mahmoud-khiairi,TN-unknown-25,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mahmoud-khiairi,TN-unknown-26,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mahmoud-khiairi,TN-unknown-27,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mahmoud-khiairi,TN-unknown-28,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mahmoud-khiairi,TN-unknown-29,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mohamed-chakroun,TN-unknown-25,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mohamed-chakroun,TN-unknown-26,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mohamed-chakroun,TN-unknown-27,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mohamed-chakroun,TN-unknown-28,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-mohamed-chakroun,TN-unknown-29,261,261,0.71,1,Gouvernement Bourguiba I,protectorate_end,co_membership
TN-unknown-25,TN-unknown-26,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-25,TN-unknown-27,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-25,TN-unknown-28,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-25,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-26,TN-unknown-27,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-26,TN-unknown-28,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-26,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-27,TN-unknown-28,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-27,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
TN-unknown-28,TN-unknown-29,466,466,1.28,1,Gouvernement Bourguiba I,monarchy,co_membership
Q115868368,Q12239765,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q16117997,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q16262805,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q1642894,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q2268624,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q2820925,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q2827512,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q2827624,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q2827627,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3039490,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3067195,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3144591,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3216753,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3320538,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3328946,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3331012,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3461176,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q3516543,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q377921,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q496165,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q586623,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q744499,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,Q800238,4383,4383,12.0,1,Gouvernement Bourguiba II,monarchy,co_membership
Q115868368,TN-unknown-30,205,205,0.56,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q16117997,5593,5593,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q16262805,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q1642894,5593,5593,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q2268624,5593,5593,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q2820925,5591,5591,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q2827512,4706,4706,12.88,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q2827624,5314,5314,14.55,2,Gouvernement Bourguiba II|Gouvernement Ladgham,bourguiba|monarchy,co_membership
Q12239765,Q2827627,5376,5376,14.72,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q3039490,5591,5591,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q3067195,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q3144591,5593,5593,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q3216753,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q3320538,5593,5593,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q3328946,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q3331012,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q3461176,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q3516543,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q12239765,Q377921,5376,5376,14.72,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q496165,5314,5314,14.55,2,Gouvernement Bourguiba II|Gouvernement Ladgham,bourguiba|monarchy,co_membership
Q12239765,Q586623,5593,5593,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q12239765,Q744499,5314,5314,14.55,2,Gouvernement Bourguiba II|Gouvernement Ladgham,bourguiba|monarchy,co_membership
Q12239765,Q800238,5314,5314,14.55,2,Gouvernement Bourguiba II|Gouvernement Ladgham,bourguiba|monarchy,co_membership
Q12239765,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q16262805,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q1642894,9855,9855,26.98,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q2268624,9592,9592,26.26,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q2820925,9860,9860,27.0,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q2827512,5053,5053,13.83,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q2827624,9079,9079,24.86,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q16117997,Q2827627,5723,5723,15.67,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q3039490,9860,9860,27.0,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q3067195,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q3144591,9592,9592,26.26,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q3216753,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q3320538,6087,6087,16.67,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q3328946,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q3331012,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q3461176,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q3516543,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16117997,Q377921,9375,9375,25.67,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q496165,8996,8996,24.63,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q586623,5940,5940,16.26,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q16117997,Q744499,9079,9079,24.86,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q16117997,Q800238,5314,5314,14.55,2,Gouvernement Bourguiba II|Gouvernement Ladgham,bourguiba|monarchy,co_membership
Q16117997,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q1642894,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q2268624,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q2820925,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q2827512,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q2827624,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q2827627,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q3039490,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q3067195,5183,5183,14.19,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q3144591,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q3216753,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q3320538,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q3328946,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q3331012,5306,5306,14.53,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q3461176,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q3516543,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q377921,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q496165,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q586623,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,Q744499,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q16262805,Q800238,5630,5630,15.41,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q16262805,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q1642894,Q2268624,14781,14781,40.47,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q1642894,Q2820925,12096,12096,33.12,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q1642894,Q2827512,8700,8700,23.82,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q1642894,Q2827627,9279,9279,25.4,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q1642894,Q3039490,12100,12100,33.13,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q1642894,Q3144591,14818,14818,40.57,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q1642894,Q3320538,8908,8908,24.39,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q1642894,Q3331012,6260,6260,17.14,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q1642894,Q377921,12639,12639,34.6,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q1642894,Q496165,13748,13748,37.64,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q1642894,Q744499,9079,9079,24.86,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q1642894,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2268624,Q2820925,11476,11476,31.42,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2268624,Q2827512,7597,7597,20.8,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q2827624,11271,11271,30.86,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q2827627,8267,8267,22.63,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q3039490,11256,11256,30.82,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2268624,Q3067195,5184,5184,14.19,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q3144591,13806,13806,37.8,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2268624,Q3216753,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2268624,Q3320538,8484,8484,23.23,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q3328946,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2268624,Q3331012,6260,6260,17.14,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q3461176,4970,4970,13.61,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q3516543,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2268624,Q377921,12058,12058,33.01,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2268624,Q496165,12645,12645,34.62,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2268624,Q586623,7352,7352,20.13,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2268624,Q744499,8966,8966,24.55,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q2268624,Q800238,7693,7693,21.06,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2268624,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q2827512,4704,4704,12.88,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2820925,Q2827624,9079,9079,24.86,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q2820925,Q2827627,5374,5374,14.71,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2820925,Q3039490,12230,12230,33.48,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2820925,Q3067195,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q3144591,10628,10628,29.1,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2820925,Q3216753,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q3320538,5738,5738,15.71,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2820925,Q3328946,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q3331012,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q3461176,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q3516543,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2820925,Q377921,11616,11616,31.8,5,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02|TN-04,bourguiba|monarchy,co_membership
Q2820925,Q496165,10071,10071,27.57,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-04,bourguiba|monarchy,co_membership
Q2820925,Q586623,5591,5591,15.31,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2820925,Q744499,9079,9079,24.86,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q2820925,Q800238,5314,5314,14.55,2,Gouvernement Bourguiba II|Gouvernement Ladgham,bourguiba|monarchy,co_membership
Q2820925,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2827512,Q2827624,7961,7961,21.8,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q2827627,8609,8609,23.57,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3039490,4704,4704,12.88,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3067195,5184,5184,14.19,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3144591,8609,8609,23.57,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3216753,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2827512,Q3320538,7874,7874,21.56,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3328946,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2827512,Q3331012,6260,6260,17.14,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3461176,6501,6501,17.8,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q3516543,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2827512,Q377921,5218,5218,14.29,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q496165,8468,8468,23.18,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q586623,6465,6465,17.7,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,Q744499,4644,4644,12.71,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2827512,Q800238,8554,8554,23.42,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827512,TN-unknown-30,466,466,1.28,1,Gouvernement Bourguiba II,monarchy,co_membership
Q2827624,Q2827627,8631,8631,23.63,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2827624,Q3039490,9079,9079,24.86,3,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira,bourguiba|monarchy,co_membership
Q2827624,Q3067195,5184,5184,14.19,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
Q2827624,Q3144591,12283,12283,33.63,4,Gouvernement Bourguiba II|Gouvernement Ladgham|Gouvernement Nouira|TN-02,bourguiba|monarchy,co_membership
Q2827624,Q3320538,7896,7896,21.62,3,Gouvernement Bourguiba II|Gouvernement Ladgham|TN-02,bourguiba|monarchy,co_membership
Q2827624,Q3331012,6260,6260,17.14,2,Gouvernement Bourguiba II|TN-02,bourguiba|monarchy,co_membership
